"","doc_id","term1","term2","cooc"
"178","24","help","want",1
"179","24","least","best",1
"180","24","government","government",1
"181","25","let","get",2
"182","25","useful","person",1
"183","25","specialized","training",1
"184","25","basic","train",1
"185","25","long","time",1
"186","25","want","say",1
"187","25","train","long",1
"188","25","seem","shake",1
"189","25","seem","follow",1
"190","25","try","forget",1
"191","25","forget","past",1
"192","25","past","let",1
"193","25","say","consider",1
"194","25","consider","effort",1
"195","25","effort","army",1
"196","25","training","subject",1
"197","25","basic","long",1
"198","25","train","time",1
"199","25","army","point",1
"200","25","point","fruitless",1
"201","25","specialized","subject",1
"202","25","basic","time",1
"203","25","follow","let",1
"204","25","get","war",1
"205","25","war","try",1
"206","25","try","past",1
"207","25","forget","let",1
"208","25","past","get",1
"209","26","put","color",1
"210","26","color","people",1
"211","26","put","people",1
"212","26","know","put",1
"213","26","people","questionnaire",1
"214","26","questionnaire","figure",1
"215","26","know","color",1
"216","26","color","questionnaire",1
"217","28","whole","army",1
"218","28","army","work",1
"219","28","political","machine",1
"220","28","best","job",1
"221","28","dirty","work",1
"222","28","enlist","man",1
"223","28","little","harsher",1
"224","28","open","mind",1
"225","28","pass","situation",1
"226","28","end","pass",1
"227","28","whole","work",1
"228","28","without","give",1
"229","28","officr","seem",1
"230","28","seem","forget",1
"231","28","camp","pass",1
"232","28","situation","terrible",1
"233","28","get","week",1
"234","28","week","end",1
"235","28","struggle","get",1
"236","28","influence","best",1
"237","28","give","dirty",1
"238","28","man","wrong",1
"239","28","punish","little",1
"240","28","camp","situation",1
"241","28","pass","terrible",1
"242","28","week","pass",1
"243","28","pass","week",1
"244","28","influence","job",1
"245","28","job","without",1
"246","28","give","work",1
"247","28","officr","forget",1
"248","28","forget","enlist",1
"249","28","enlist","wrong",1
"250","28","punish","harsher",1
"251","28","get","end",1
"252","28","end","week",1
"253","30","unlist","man",1
"254","30","guard","house",1
"255","30","extra","duty",1
"256","30","kind","unlist",1
"257","30","house","extra",1
"258","30","try","get",1
"259","30","w.d","give",1
"260","30","kind","man",1
"261","30","guard","extra",1
"262","30","house","duty",1
"263","30","duty","kind",1
"264","30","field","outside",1
"265","30","army","mail",1
"266","30","write","w.d",1
"267","30","give","kind",1
"268","30","man","speak",1
"269","30","speak","think",1
"270","30","guard","duty",1
"271","30","extra","kind",1
"272","30","get","feel",1
"273","30","laboratory","army",1
"274","31","good","questionnaire",1
"275","31","thing","wrong",1
"276","31","excellent","examation",1
"277","31","answer","truthful",1
"278","31","know","thought",1
"279","31","question","answer",1
"280","31","truthful","thing",1
"281","31","thought","races",1
"282","31","questionnaire","answer",1
"283","31","truthful","wrong",1
"284","31","wrong","cover",1
"285","32","negro","soldier",1
"286","32","white","negro",1
"287","32","white","soldier",1
"288","32","soldier","live",1
"289","32","negro","live",1
"290","33","question","concern",1
"291","33","concern","officer",1
"292","33","company","grade",1
"293","33","find","several",1
"294","33","question","officer",1
"295","33","officer","company",1
"296","33","lack","leadership",1
"297","33","leadership","green",1
"298","33","green","untrained",1
"299","33","officer","grade",1
"300","33","several","consider",1
"301","33","consider","lack",1
"302","33","officer","contact",1
"303","33","contact","officer",1
"304","33","grade","find",1
"305","33","find","consider",1
"306","33","lack","green",1
"307","33","leadership","untrained",1
"308","34","camp","pickett",1
"309","34","make","job",1
"310","34","last","time",1
"311","34","war","effort",1
"312","34","carry","motor",1
"313","34","motor","part",1
"314","34","holabird","motor",1
"315","34","motor","base",1
"316","34","see","sense",1
"317","34","eat","sleep",1
"318","34","sleep","make",1
"319","34","help","war",1
"320","34","carry","part",1
"321","34","holabird","base",1
"322","34","sleep","job",1
"323","34","job","last",1
"324","34","help","effort",1
"325","34","effort","month",1
"326","34","part","packer",1
"327","34","packer","holabird",1
"328","34","pickett","month",1
"329","34","month","month",1
"330","34","month","waste",1
"331","34","eat","make",1
"332","34","make","last",1
"333","34","job","time",1
"334","34","war","month",1
"335","34","month","carry",1
"336","34","motor","packer",1
"337","34","packer","motor",1
"338","36","front","page",1
"339","36","put","name",1
"340","36","name","m.a.s.n",1
"341","36","line","front",1
"342","36","put","m.a.s.n",1
"343","36","want","find",1
"344","36","man","think",1
"345","36","line","page",1
"346","36","page","put",1
"347","36","check","question",1
"348","36","front","put",1
"349","36","page","name",1
"350","36","find","man",1
"351","37","first","sergeant",2
"352","37","rank","think",1
"353","37","non-com","know",1
"354","37","much","respect",1
"355","37","average","soldier",1
"356","37","etolerat","religion",1
"357","37","redicule","church",1
"358","37","church","goer",1
"359","37","company","commander",1
"360","37","man","rank",1
"361","37","think","supervisor",1
"362","37","supervisor","qualified",1
"363","37","job","hold",1
"364","37","know","fair",1
"365","37","fair","play",1
"366","37","play","decency",1
"367","37","sergeant","threaten",1
"368","37","threaten","man",1
"369","37","redicule","goer",1
"370","37","question","management",1
"371","37","management","company",1
"372","37","command","influence",1
"373","37","influence","first",1
"374","37","man","think",1
"375","37","rank","supervisor",1
"376","37","qualified","job",1
"377","37","non-com","fair",1
"378","37","choose","much",1
"379","37","respect","average",1
"380","37","first","threaten",1
"381","37","company","include",1
"382","37","influence","sergeant",1
"383","37","sergeant","c.o",1
"384","37","c.o","man",1
"385","37","think","qualified",1
"386","37","hold","non-com",1
"387","37","know","play",1
"388","37","fair","decency",1
"389","37","choose","respect",1
"390","37","much","average",1
"391","37","respect","soldier",1
"392","37","soldier","non-com",1
"393","37","non-com","first",1
"394","37","sergeant","man",1
"395","37","commander","punishment",1
"396","39","good","idea",1
"397","39","idea","show",1
"398","39","show","opinion",1
"399","39","good","show",1
"400","39","think","good",1
"401","39","idea","opinion",1
"402","39","opinion","soldier",1
"403","42","enough","stress",1
"404","42","actual","ability",1
"405","42","non","com",1
"406","42","soldier","judge",1
"407","42","way","shine",1
"408","42","shine","shoe",1
"409","42","advanced","non",1
"410","42","com","comm",1
"411","42","comm","officer",1
"412","42","judge","way",1
"413","42","shoe","enough",1
"414","42","stress","actual",1
"415","42","ability","advanced",1
"416","42","advanced","com",1
"417","42","non","comm",1
"418","42","way","shoe",1
"419","42","shoe","stress",1
"420","42","enough","actual",1
"421","42","stress","ability",1
"422","42","actual","advanced",1
"423","42","com","officer",1
"424","43","one","make",1
"425","43","make","mistake",1
"426","43","think","folk",1
"427","43","folk","home",1
"428","43","eye","turn",1
"429","43","turn","washington",1
"430","43","one","mistake",1
"431","43","mistake","time",1
"432","43","part","think",1
"433","43","washington","one",1
"434","43","make","time",1
"435","43","punish","let",1
"436","43","let","pull",1
"437","43","pull","cut",1
"438","43","cut","nonsense",1
"439","43","soldier","see",1
"440","43","see","willing",1
"441","43","willing","part",1
"442","43","think","home",1
"443","43","eye","washington",1
"444","43","washington","make",1
"445","43","one","time",1
"446","44","non-com","today",1
"447","44","1st","sarg",1
"448","44","ask","non-com",1
"449","44","take","test",1
"450","44","test","see",1
"451","44","today","pick",1
"452","44","friend","1st",1
"453","44","formulate","answer",1
"454","44","non-com","say",1
"455","44","say","man",1
"456","44","qualify","position",1
"457","44","non-com","pick",1
"458","44","friend","sarg",1
"459","44","answer","army",1
"460","44","say","army",1
"461","44","army","ask",1
"462","44","ask","poll",1
"463","44","take","see",1
"464","44","see","qualify",1
"465","44","position","non-com",1
"466","44","pick","friend",1
"467","45","bad","next",1
"468","45","next","train",1
"469","45","train","connection",1
"470","45","bus","service",1
"471","45","food","good",1
"472","45","good","day",1
"473","45","day","bad",1
"474","45","bad","train",1
"475","45","next","connection",1
"476","45","connection","camp",1
"477","45","day","next",1
"478","45","bad","connection",1
"479","45","train","camp",1
"480","45","camp","bad",1
"481","45","bad","bus",1
"482","45","service","good",1
"483","45","food","day",1
"484","45","good","bad",1
"485","45","day","train",1
"486","45","next","camp",1
"487","45","bad","service",1
"488","45","bus","good",1
"489","47","get","clothes",1
"490","47","yard","meal",1
"491","47","officer","take",1
"492","47","clothes","outfit",1
"493","47","food","rote",1
"494","47","general","come",1
"495","47","take","much",1
"496","47","much","grant",1
"497","47","get","outfit",1
"498","47","come","army",1
"499","47","army","food",1
"500","47","major","general",1
"501","47","meal","officer",1
"502","47","officer","much",1
"503","47","bar","collar",1
"504","47","outfit","come",1
"505","47","rote","time",1
"506","47","time","major",1
"507","47","come","yard",1
"508","47","yard","officer",1
"509","47","meal","take",1
"510","47","take","grant",1
"511","48","goat","meat",1
"512","48","south","terrible",1
"513","48","get","goat",1
"514","48","meat","stew",1
"515","48","food","outfit",1
"516","48","outfit","come",1
"517","48","come","south",1
"518","48","terrible","get",1
"519","48","get","meat",1
"520","48","goat","stew",1
"521","49","non","com",2
"522","49","45th","div",1
"523","49","thing","seem",1
"524","49","oklahoman","start",1
"525","49","whole","thing",1
"526","49","rebel","get",1
"527","49","like","give",1
"528","49","give","opinion",1
"529","49","see","outfit",1
"530","49","problem","thing",1
"531","49","battle","man",1
"532","49","men.","cooperation",1
"533","49","clique","rebel",1
"534","49","rebel","oklahoman",1
"535","49","yankee","seem",1
"536","49","start","div",1
"537","49","thing","yank",1
"538","49","outfit","prove",1
"539","49","prove","ability",1
"540","49","ability","promotions",1
"541","49","give","rebel",1
"542","49","opinion","45th",1
"543","49","outfit","action",1
"544","49","problem","seem",1
"545","49","man","shoot",1
"546","49","shoot","men.",1
"547","49","cooperation","trouble",1
"548","49","trouble","outfit",1
"549","49","oklahoman","yankee",1
"550","49","seem","oklahoman",1
"551","49","oklahoman","div",1
"552","49","head","whole",1
"553","49","whole","yank",1
"554","49","chance","outfit",1
"555","49","promotions","give",1
"556","49","give","get",1
"557","49","com","dumb",1
"558","49","plenty","private",1
"559","49","like","opinion",1
"560","49","opinion","div",1
"561","49","seem","wrong",1
"562","49","wrong","watch",1
"563","49","watch","man",1
"564","49","clique","oklahoman",1
"565","49","seem","start",1
"566","49","head","thing",1
"567","49","outfit","ability",1
"568","49","prove","promotions",1
"569","49","non","dumb",1
"570","49","dumb","plenty",1
"571","49","private","non",1
"572","50","much","effort",1
"573","50","colored","race",1
"574","50","effort","question",1
"575","50","think","much",1
"576","50","much","question",1
"577","50","question","colored",1
"578","50","necessary","questionnaire",1
"579","50","think","effort",1
"580","50","question","race",1
"581","50","race","necessary",1
"582","51","get","poor",1
"583","51","eneft","experience",1
"584","51","food","get",1
"585","51","better","think",1
"586","51","officer","eneft",1
"587","51","food","poor",1
"588","51","think","officer",1
"589","51","officer","experience",1
"590","51","experience","field",1
"591","51","side","better",1
"592","51","eneft","field",1
"593","52","bit","fitter",1
"594","52","sprout","horn",1
"595","52","think","u.s.army",1
"596","52","u.s.army","find",1
"597","52","find","hell",1
"598","52","hell","bit",1
"599","52","think","find",1
"600","52","hell","fitter",1
"601","53","civilian","life",1
"602","53","air","corps",1
"603","53","corps","ground",1
"604","53","ground","force",1
"605","53","army","life",1
"606","53","machinist","civilian",1
"607","53","life","try",1
"608","53","try","get",1
"609","53","air","ground",1
"610","53","corps","force",1
"611","53","satisfy","army",1
"612","53","say","place",1
"613","53","machinist","life",1
"614","53","civilian","try",1
"615","53","get","air",1
"616","53","air","force",1
"617","53","force","mechanic",1
"618","53","stuck","infantry",1
"619","53","infantry","know",1
"620","53","valuable","mechanic",1
"621","53","satisfy","life",1
"622","53","life","get",1
"623","53","get","corps",1
"624","53","ground","mechanic",1
"625","53","mechanic","infantry",1
"626","53","life","way",1
"627","53","way","like",1
"628","54","wrong","outfit",1
"629","54","color","war",1
"630","54","fight","color",1
"631","54","war","yankee",1
"632","54","last","fellows",1
"633","54","fellows","kill",1
"634","54","kill","see",1
"635","54","see","enemy",1
"636","54","fight","war",1
"637","54","color","yankee",1
"638","54","yankee","rebel",1
"639","54","rebel","believe",1
"640","54","last","kill",1
"641","54","fellows","see",1
"642","54","kill","enemy",1
"643","55","think","right",1
"644","56","warm","food",2
"645","56","army","make",1
"646","56","get","food",1
"647","56","gods","sake",1
"648","56","coosksof","start",1
"649","56","start","cook",1
"650","56","cook","eff",1
"651","56","mess","hall",1
"652","56","smaller","kitchen",1
"653","56","kitchen","unit",1
"654","56","therefor","warm",1
"655","56","make","hard",1
"656","56","hard","get",1
"657","56","cook","run",1
"658","56","feed","company",1
"659","56","cold","hell",1
"660","56","give","eff",1
"661","56","coosksof","cook",1
"662","56","start","eff",1
"663","56","coate","wax",1
"664","56","blame","cook",1
"665","56","hall","hour",1
"666","56","smaller","unit",1
"667","56","unit","therefor",1
"668","56","therefor","food",1
"669","56","comment","food",1
"670","56","army","hard",1
"671","56","hard","food",1
"672","56","sake","food",1
"673","56","food","cook",1
"674","56","get","breakfast",1
"675","56","egg","cold",1
"676","56","hell","time",1
"677","56","time","pemit",1
"678","56","pemit","give",1
"679","56","stove","coosksof",1
"680","56","coosksof","eff",1
"681","56","wax","suitable",1
"682","56","rest","chow",1
"683","56","mess","hour",1
"684","56","hour","warm",1
"685","56","get","cold",1
"686","56","cold","south",1
"687","56","kitchen","therefor",1
"688","56","unit","warm",1
"689","56","make","get",1
"690","56","gods","food",1
"691","56","run","get",1
"692","56","company","egg",1
"693","56","eff","stove",1
"694","56","stove","start",1
"695","56","suitable","eat",1
"696","56","serve","mess",1
"697","56","hour","food",1
"698","56","south","smaller",1
"699","56","smaller","therefor",1
"700","56","kitchen","warm",1
"701","56","unit","food",1
"702","57","thing","theres",1
"703","57","theres","wrong",1
"704","57","year","training",1
"705","57","thing","wrong",1
"706","57","wrong","mix",1
"707","57","mix","soldier",1
"708","57","yank","rib",1
"709","57","theres","mix",1
"710","57","month","training",1
"711","57","training","boy",1
"712","57","difference","yank",1
"713","57","rib","boy",1
"714","57","boy","understand",1
"715","57","thing","mix",1
"716","57","wrong","soldier",1
"717","58","many","young",2
"718","58","many","officer",2
"719","58","officer","know",2
"720","58","many","non-commission",1
"721","58","non-commission","officer",1
"722","58","young","officer",1
"723","58","young","boy",1
"724","58","old","man",1
"725","58","civilian","life",1
"726","58","know","stuff",1
"727","58","win","war",1
"728","58","many","boy",1
"729","58","lot","old",1
"730","58","bear","raise",1
"731","58","take","boy",1
"732","58","take","country",1
"733","58","stuff","outfit",1
"734","58","know","little",1
"735","58","book","win",1
"736","58","lot","man",1
"737","58","raise","farm",1
"738","58","boy","country",1
"739","58","life","bear",1
"740","58","country","boy",1
"741","59","man","seem",2
"742","59","young","fellow",1
"743","59","training","camp",1
"744","59","young","rugged",1
"745","59","rugged","man",1
"746","59","make","sense",1
"747","59","like","know",1
"748","59","camp","send",1
"749","59","young","man",1
"750","59","seem","make",1
"751","59","improve","food",1
"752","59","fellow","training",1
"753","59","training","send",1
"754","59","seem","sense",1
"755","59","seem","dissatisfied",1
"756","59","know","take",1
"757","59","take","young",1
"758","59","young","training",1
"759","59","fellow","camp",1
"760","59","division","year",1
"761","59","think","improve",1
"762","59","man","dissatisfied",1
"763","60","need","officer",1
"764","60","common","sense",1
"765","60","day","wonder",1
"766","60","camp","benning",1
"767","60","put","railroad",1
"768","60","railroad","station",1
"769","60","week","end",1
"770","60","wonder","camp",1
"771","60","worth","damn",1
"772","60","put","station",1
"773","60","station","limmit",1
"774","60","limmit","soldier",1
"775","60","comment","need",1
"776","60","officer","common",1
"777","60","day","camp",1
"778","60","wonder","benning",1
"779","60","benning","worth",1
"780","60","railroad","limmit",1
"781","60","comment","officer",1
"782","60","need","common",1
"783","60","officer","sense",1
"784","60","sense","day",1
"785","60","day","benning",1
"786","60","camp","worth",1
"787","60","put","limmit",1
"788","60","station","soldier",1
"789","61","make","offerice",1
"790","61","think","offerice",1
"791","61","training","pona",1
"792","61","pona","make",1
"793","61","offerice","training",1
"794","62","week","army",1
"795","62","army","train",1
"796","62","week","train",1
"797","62","train","year",1
"798","62","army","year",1
"799","62","single","like",1
"800","62","like","week",1
"801","62","week","year",1
"802","65","man","want",2
"803","65","south","want",1
"804","65","north","want",1
"805","65","good","private",1
"806","65","hold","cpl",1
"807","65","sgts.","rating",1
"808","65","officer","help",1
"809","65","mean","come",1
"810","65","come","part",1
"811","65","act","better",1
"812","65","man","hate",1
"813","65","goat","feed",1
"814","65","help","man",1
"815","65","man","mean",1
"816","65","mean","part",1
"817","65","outfit","poor",1
"818","65","think","food",1
"819","65","food","o.k.",1
"820","65","boy","cook",1
"821","65","hate","goat",1
"822","65","time","week",1
"823","65","week","bean",1
"824","65","man","south",1
"825","65","man","north",1
"826","65","brain","good",1
"827","65","private","hold",1
"828","65","cpl","sgts.",1
"829","65","officer","man",1
"830","65","man","come",1
"831","65","better","time",1
"832","65","talk","man",1
"833","65","man","food",1
"834","65","food","outfit",1
"835","65","poor","think",1
"836","65","o.k.","boy",1
"837","65","cook","man",1
"838","65","man","goat",1
"839","65","hate","feed",1
"840","65","bean","coffee",1
"841","65","coffee","ink",1
"842","65","want","non-com",1
"843","65","brain","private",1
"844","65","good","hold",1
"845","65","private","cpl",1
"846","65","hold","sgts.",1
"847","65","cpl","rating",1
"848","65","help","mean",1
"849","65","man","part",1
"850","65","act","time",1
"851","65","think","o.k.",1
"852","65","cook","hate",1
"853","65","man","feed",1
"854","65","feed","time",1
"855","65","time","bean",1
"856","66","special","train",1
"857","66","larger","city",1
"858","66","much","goat",1
"859","66","goat","meat",1
"860","66","leave","man",1
"861","66","choice","service",1
"862","66","try","arrange",1
"863","66","arrange","special",1
"864","66","much","meat",1
"865","66","arrange","train",1
"866","66","train","larger",1
"867","66","city","food",1
"868","66","good","much",1
"869","66","satisfied","try",1
"870","66","try","special",1
"871","66","special","larger",1
"872","66","train","city",1
"873","66","larger","food",1
"874","66","food","good",1
"875","66","good","goat",1
"876","67","good","idea",2
"877","67","make","commissione",1
"878","67","commissione","officr",1
"879","67","enlisted","man",1
"880","67","actual","experience",1
"881","67","damn","fools",1
"882","67","train","school",1
"883","67","brass","bar",1
"884","67","know","shit",1
"885","67","wild","horse",1
"886","67","quit","feed",1
"887","67","feed","soldier",1
"888","67","idea","make",1
"889","67","make","officr",1
"890","67","officr","enlisted",1
"891","67","send","bunch",1
"892","67","bunch","damn",1
"893","67","fools","train",1
"894","67","week","pin",1
"895","67","pin","set",1
"896","67","set","brass",1
"897","67","shit","wild",1
"898","67","horse","run",1
"899","67","run","company",1
"900","67","company","platoon",1
"901","67","idea","quit",1
"902","67","quit","soldier",1
"903","67","soldier","meat",1
"904","67","strict","sanitation",1
"905","67","sanitation","people",1
"906","67","people","handle",1
"907","67","handle","beef",1
"908","67","good","make",1
"909","67","idea","commissione",1
"910","67","commissione","enlisted",1
"911","67","officr","man",1
"912","67","man","actual",1
"913","67","experience","army",1
"914","67","bunch","fools",1
"915","67","damn","train",1
"916","67","fools","school",1
"917","67","school","week",1
"918","67","set","bar",1
"919","67","know","wild",1
"920","67","shit","horse",1
"921","67","wild","run",1
"922","67","good","quit",1
"923","67","idea","feed",1
"924","67","feed","meat",1
"925","67","beef","meat",1
"926","67","good","commissione",1
"927","67","idea","officr",1
"928","67","make","enlisted",1
"929","67","commissione","man",1
"930","67","enlisted","actual",1
"931","67","man","experience",1
"932","67","actual","army",1
"933","67","army","send",1
"934","67","send","damn",1
"935","67","damn","school",1
"936","67","train","week",1
"937","67","week","set",1
"938","67","pin","brass",1
"939","67","lieutenant","know",1
"940","67","know","horse",1
"941","67","horse","company",1
"942","67","run","platoon",1
"943","67","good","feed",1
"944","67","idea","soldier",1
"945","67","quit","meat",1
"946","67","strict","people",1
"947","67","sanitation","handle",1
"948","67","people","beef",1
"949","69","individual","container",1
"950","69","container","stocking",1
"951","69","heavy","enough",1
"952","69","enough","lack",1
"953","69","coffee","rubber",1
"954","69","rubber","soles",1
"955","69","burn","foot",1
"956","69","long","hike",1
"957","69","enough","room",1
"958","69","flannel","pants",1
"959","69","intelligence","rating",1
"960","69","rating","commissione",1
"961","69","commissione","officer",1
"962","69","undergo","monthly",1
"963","69","monthly","review",1
"964","69","poor","exchange",1
"965","69","exchange","mis",1
"966","69","serve","individual",1
"967","69","individual","stocking",1
"968","69","heavy","lack",1
"969","69","lack","butter",1
"970","69","butter","coffee",1
"971","69","coffee","soles",1
"972","69","soles","shoe",1
"973","69","shoe","burn",1
"974","69","foot","long",1
"975","69","hike","enough",1
"976","69","room","crotch",1
"977","69","crotch","flannel",1
"978","69","pants","com",1
"979","69","choose","intelligence",1
"980","69","intelligence","commissione",1
"981","69","rating","officer",1
"982","69","officer","undergo",1
"983","69","undergo","review",1
"984","69","review","laundry",1
"985","69","laundry","poor",1
"986","69","poor","mis",1
"987","69","mis","clothing",1
"988","69","milk","serve",1
"989","69","serve","container",1
"990","69","stocking","heavy",1
"991","69","enough","butter",1
"992","69","butter","rubber",1
"993","69","rubber","shoe",1
"994","69","shoe","foot",1
"995","69","burn","long",1
"996","69","foot","hike",1
"997","69","long","enough",1
"998","69","hike","room",1
"999","69","enough","crotch",1
"1000","69","crotch","pants",1
"1001","69","flannel","com",1
"1002","69","com","choose",1
"1003","69","choose","rating",1
"1004","69","intelligence","officer",1
"1005","69","commissione","undergo",1
"1006","69","officer","monthly",1
"1007","69","monthly","laundry",1
"1008","69","laundry","exchange",1
"1009","69","exchange","clothing",1
"1010","69","serve","stocking",1
"1011","69","container","heavy",1
"1012","69","stocking","enough",1
"1013","69","heavy","butter",1
"1014","69","lack","coffee",1
"1015","69","butter","soles",1
"1016","69","coffee","shoe",1
"1017","69","soles","burn",1
"1018","69","burn","hike",1
"1019","69","long","room",1
"1020","69","room","flannel",1
"1021","69","choose","commissione",1
"1022","69","rating","undergo",1
"1023","69","commissione","monthly",1
"1024","69","officer","review",1
"1025","69","undergo","laundry",1
"1026","69","review","poor",1
"1027","69","laundry","mis",1
"1028","69","poor","clothing",1
"1029","70","try","please",1
"1030","70","please","soldier",1
"1031","70","think","question",1
"1032","70","question","worth",1
"1033","70","see","thing",1
"1034","71","furlough","money",2
"1035","71","day","pay",2
"1036","71","money","day",2
"1037","71","furlough","day",2
"1038","71","money","pay",2
"1039","71","captain","come",1
"1040","71","lose","furlough",1
"1041","71","spare","time",1
"1042","71","like","army",1
"1043","71","army","think",1
"1044","71","state","captain",1
"1045","71","hour","lose",1
"1046","71","lose","money",1
"1047","71","pay","week",1
"1048","71","get","furlough",1
"1049","71","terrable","season",1
"1050","71","season","ree",1
"1051","71","pxtill","money",1
"1052","71","money","exhaust",1
"1053","71","suppose","gain",1
"1054","71","time","camp",1
"1055","71","ask","question",1
"1056","71","question","like",1
"1057","71","state","come",1
"1058","71","come","east",1
"1059","71","good","example",1
"1060","71","come","hour",1
"1061","71","hour","furlough",1
"1062","71","day","week",1
"1063","71","week","man",1
"1064","71","man","west",1
"1065","71","come","day",1
"1066","71","day","get",1
"1067","71","get","money",1
"1068","71","care","look",1
"1069","71","food","terrable",1
"1070","71","eat","pxtill",1
"1071","71","exhaust","hear",1
"1072","71","hear","suppose",1
"1073","71","gain","army",1
"1074","71","wrong","spend",1
"1075","71","spend","spare",1
"1076","71","spare","camp",1
"1077","71","like","think",1
"1078","71","come","state",1
"1079","71","west","good",1
"1080","71","hour","money",1
"1081","71","west","come",1
"1082","71","fair","food",1
"1083","71","terrable","ree",1
"1084","71","ree","eat",1
"1085","71","pxtill","exhaust",1
"1086","71","spend","time",1
"1087","72","quisten","ask",1
"1088","74","comment","thing",1
"1089","75","good","questionnaire",1
"1090","75","good","point",1
"1091","75","good","lot",1
"1092","75","time","food",1
"1093","75","lot","time",1
"1094","75","time","clothing",1
"1095","75","food","good",1
"1096","75","good","time",1
"1097","75","questionnaire","good",1
"1098","75","food","lot",1
