"","source","target","weight"
"165","keep","separ",1
"166","good","keep",1
"167","make","keep",1
"168","train","separ",1
"169","work","separ",1
"170","live","tight",1
"171","tight","come",1
"172","unclear","unclear",1
"173","live","come",1
"174","much","troubl",1
"175","caus","much",1
"176","caus","troubl",1
"177","common","negro",1
"178","stai","place",1
"179","negro","stai",1
"180","us","logic",1
"181","outcast","us",1
"182","much","friction",1
"183","get","good",1
"184","caus","see",1
"185","see","reason",1
"186","allow","fight",1
"187","side","side",1
"188","fight","side",1
"189","caus","reason",1
"190","good","mani",1
"191","mani","year",1
"192","good","wai",1
"193","hard","break",1
"194","break","custom",1
"195","good","year",1
"196","custom","tradit",1
"197","wai","hard",1
"198","hard","custom",1
"199","make","differ",1
"200","combat","make",1
"201","good","fight",1
"202","fight","unit",1
"203","make","good",1
"204","good","unit",1
"205","think","make",1
"206","make","fight",1
"207","make","unit",1
"208","white","boi",1
"209","Negro","white",1
"210","Negro","boi",1
"211","boi","get",1
"212","white","like",1
"213","think","white",1
"214","smell","goat",1
"215","differ","color",1
"216","think","mix",1
"217","camp","thai",1
"218","seper","outfit",1
"219","thai","seper",1
"220","white","peopl",1
"221","low","moral",1
"222","think","low",1
"223","moral","white",1
"224","moral","peopl",1
"225","view","point",1
"226","race","color",1
"227","point","race",1
"228","color","creed",1
"229","color","southern",1
"230","view","race",1
"231","littl","troubl",1
"232","truBl","neogro",1
"233","white","truBl",1
"234","separ","unit",1
"235","achiev","victori",1
"236","differ","climat",1
"237","accomplish","separ",1
"238","unit","achiev",1
"239","separ","negro",1
"240","negro","adapt",1
"241","accomplish","unit",1
"242","separ","achiev",1
"243","unit","victori",1
"244","adapt","differ",1
"245","climat","white",1
"246","separ","victori",1
"247","victori","separ",1
"248","separ","adapt",1
"249","adapt","climat",1
"250","differ","white",1
"251","chanc","outfit",1
"252","mani","fight",1
"253","start","mani",1
"254","start","fight",1
"255","like","oklahoma",1
"256","wer","white",1
"257","white","peopl",1
"258","clean","wer",1
"259","wer","peopl",1
"260","clean","white",1
"261","clean","peopl",1
"262","differ","habit",1
"263","habit","standard",1
"264","standard","live",1
"265","differ","standard",1
"266","live","speech",1
"267","habit","live",1
"268","make","good",1
"269","good","soldier",1
"270","make","soldier",1
"271","soldier","outfit",1
"272","white","think",1
"273","think","live",1
"274","white","live",1
"275","good","opportun",1
"276","opportun","get",1
"277","get","credit",1
"278","good","get",1
"279","credit","credit",1
"280","opportun","credit",1
"281","think","keep",1
"282","work","good",1
"283","keep","race",1
"284","abl","work",1
"285","think","race",1
"286","abl","good",1
"287","white","soldier",1
"288","negro","soldier",1
"289","soldier","try",1
"290","try","overrun",1
"291","overrun","negro",1
"292","white","try",1
"293","overrun","soldier",1
"294","soldier","overrun",1
"295","try","negro",1
"296","like","negro",1
"297","like","idea",1
"298","depend","negro",1
"299","soilder","shoulder",2
"300","cast","tridit",1
"301","group","cast",1
"302","tridit","predejectri",1
"303","see","reason",1
"304","shoulder","shoulder",1
"305","group","tridit",1
"306","cast","predejectri",1
"307","predejectri","see",1
"308","reason","soilder",1
"309","white","race",1
"310","color","white",1
"311","color","race",1
"312","race","mix",1
"313","white","mix",1
"314","racial","hater",1
"315","caus","mani",1
"316","mani","complic",1
"317","Southern","boi",1
"318","caus","complic",1
"319","hater","caus",1
"320","racial","caus",1
"321","hater","mani",1
"322","let","negro",1
"323","let","white",1
"324","negro","let",1
"325","white","man",1
"326","differ","charact",1
"327","man","differ",1
"328","think","separ",1
"329","work","good",1
"330","outfit","whole",1
"331","whole","think",1
"332","separ","work",1
"333","whole","separ",1
"334","think","work",1
"335","live","condit",1
"336","differ","live",1
"337","differ","condit",1
"338","condit","race",1
"339","oppos","negro",1
"340","negro","outfit",1
"341","mani","fight",1
"342","white","black",1
"343","fight","white",1
"344","mani","white",1
"345","outfit","negro",1
"346","put","outfit",1
"347","think","troubl",1
"348","troubl","time",1
"349","eas","comfort",1
"350","get","good",1
"351","good","outfit",1
"352","get","good",1
"353","good","outfit",1
"354","can","see",1
"355","see","thing",1
"356","can","thing",1
"357","caus","white",1
"358","white","negro",1
"359","negro","troubl",1
"360","want","sleep",1
"361","sleep","place",1
"362","qt.","numb",1
"363","negro","feel",1
"364","pride","outfit",1
"365","white","fight",1
"366","blind","white",1
"367","make","good",1
"368","good","soldier",1
"369","keep","separ",1
"370","separ","make",1
"371","make","soldier",1
"372","separ","good",1
"373","keep","make",1
"374","separ","soldier",1
"375","great","moral",1
"376","moral","builder",1
"377","great","builder",1
"378","mix","outfit",1
"379","volunt","mix",1
"380","good","volunt",1
"381","volunt","outfit",1
"382","believ","negro",1
"383","negro","feel",1
"384","feel","place",1
"385","place","case",1
"386","believ","feel",1
"387","white","outfit",1
"388","whole","countri",1
"389","negro","alow",1
"390","alow","allow",1
"391","sai","hell",1
"392","hell","whole",1
"393","come","negro",1
"394","negro","allow",1
"395","allow","white",1
"396","hell","countri",1
"397","breed","discont",1
"398","sure","breed",1
"399","sure","discont",1
"400","discont","man",1
"401","breed","man",1
"402","Diseas","rate",1
"403","unclean","Diseas",1
"404","rate","high",1
"405","major","unclean",1
"406","unclean","rate",1
"407","Diseas","high",1
"408","like","mingl",1
"409","mingl","negro",1
"410","like","negro",1
"411","work","good",1
"412","separ","group",1
"413","good","separ",1
"414","work","separ",1
"415","good","group",1
"416","work","group",1
"417","preced","question",1
"418","question","keep",1
"419","keep","peac",1
"420","preced","keep",1
"421","question","peac",1
"422","preced","peac",1
"423","peac","outfit",1
"424","keep","outfit",1
"425","equal","right",1
"426","right","privileg",1
"427","white","negro",1
"428","negro","get",1
"429","get","good",1
"430","equal","privileg",1
"431","privileg","white",1
"432","white","get",1
"433","negro","good",1
"434","mean","keep",1
"435","keep","seperat",1
"436","mean","seperat",1
"437","good","idea",1
"438","idea","keep",1
"439","keep","separat",1
"440","separat","keep",1
"441","keep","troubl",1
"442","good","keep",1
"443","idea","separat",1
"444","keep","keep",1
"445","separat","troubl",1
"446","see","question",1
"447","tend","separ",1
"448","effici","lose",1
"449","separ","effici",1
"450","lose","place",1
"451","place","outfit",1
"452","work","work",1
"453","work","race",1
"454","room","eat",1
"455","eat","sleep",1
"456","room","sleep",1
"457","live","condit",1
"458","civilian","life",1
"459","white","race",1
"460","differ","civilian",1
"461","uncomfort","white",1
"462","condit","differ",1
"463","differ","life",1
"464","uncomfort","race",1
"465","live","differ",1
"466","life","feel",1
"467","separ","sleep",1
"468","sleep","quarter",1
"469","separ","quarter",1
"470","differ","nation",1
"471","nation","combat",1
"472","combat","group",1
"473","group","serv",1
"474","feel","natur",1
"475","differ","combat",1
"476","nation","group",1
"477","combat","serv",1
"478","unclear","em",1
"479","differ","group",1
"480","nation","serv",1
"481","serv","feel",1
"482","feel","unclear",1
"483","em","unclear",1
"484","unclear","peopl",1
"485","differ","serv",1
"486","group","feel",1
"487","good","record",1
"488","record","negro",1
"489","negro","establish",1
"490","good","negro",1
"491","record","establish",1
"492","look","good",1
"493","white","man",1
"494","good","negro",1
"495","negro","white",1
"496","look","negro",1
"497","negro","man",1
"498","white","man",1
"499","obei","negro",1
"500","vice","versa",1
"501","man","obei",1
"502","negro","vice",1
"503","white","obei",1
"504","fight","side",2
"505","side","battl",2
"506","side","side",1
"507","intermix","fight",1
"508","intermix","side",1
"509","Negro","offic",1
"510","white","black",1
"511","offic","necessari",1
"512","necessari","white",1
"513","black","work",1
"514","work","fight",1
"515","Negro","necessari",1
"516","unclear","unclear",6
"517","white","boi",1
"518","boi","unclear",1
"519","good","unclear",1
"520","white","unclear",1
"521","unclear","good",1
"522","civil","war",1
"523","southern","boi",2
"524","negro","boi",1
"525","boi","negro",1
"526","southern","negro",1
"527","boi","boi",1
"528","boi","war",1
"529","Negro","soldier",1
"530","white","Negro",1
"531","white","soldier",1
"532","soldier","work",1
"533","outfit","negro",1
"534","satisfi","outfit",1
"535","black","white",1
"536","white","mix",1
"537","show","public",1
"538","white","peopl",1
"539","peopl","negro",1
"540","white","negro",1
"541","negro","get",1
"542","unclear","quot",1
"543","quot","[/unclear",1
"544","want","mix",1
"545","[/unclear","want",1
"546","unclear","[/unclear",1
"547","good","white",2
"548","white","know",2
"549","white","white",1
"550","think","good",1
"551","good","know",1
"552","work","seper",1
"553","opinion","work",1
"554","opinion","seper",1
"555","allow","mix",1
"556","mix","possibl",1
"557","allow","possibl",1
"558","outfit","prefer",1
"559","prefer","wold",1
"560","outfit","wold",1
"561","wold","show",1
"562","show","wai",1
"563","prefer","show",1
"564","outfit","show",1
"565","wold","wai",1
"566","mani","fight",1
"567","fight","negro",1
"568","negro","white",1
"569","mani","negro",1
"570","wai","understand",1
"571","get","good",1
"572","good","outfit",1
"573","south","like",1
"574","like","good",1
"575","grave","mistak",1
"576","make","grave",1
"577","try","mix",1
"578","make","mistak",1
"579","mistak","try",1
"580","grave","try",1
"581","benefit","race",1
"582","black","soldier",1
"583","soldier","take",1
"584","black","take",1
"585","take","white",1
"586","know","black",1
"587","soldier","white",1
"588","know","soldier",1
"589","black","white",1
"590","negro","Peopl",1
"591","Peopl","dirti",1
"592","dirti","unclear",1
"593","negro","dirti",1
"594","unclear","unclear",1
"595","man","live",1
"596","live","bath",1
"597","bath","sleep",1
"598","sleep","eat",1
"599","odor","habit",1
"600","man","bath",1
"601","eat","becom",1
"602","desir","odor",1
"603","live","sleep",1
"604","bath","eat",1
"605","becom","desir",1
"606","lot","negro",1
"607","like","white",1
"608","negro","like",1
"609","fine","peopl",1
"610","peopl","give",1
"611","give","unclear",1
"612","fine","give",1
"613","unclear","unclear",1
"614","get","good",1
"615","good","kind",1
"616","southern","peopl",1
"617","put","negro",1
"618","social","equal",1
"619","negro","social",1
"620","peopl","put",1
"621","put","social",1
"622","negro","equal",1
"623","southern","put",1
"624","peopl","negro",1
"625","put","equal",1
"626","peopl","satisfi",1
"627","bad","condit",1
"628","white","man",1
"629","complic","machin",1
"630","Negro","labor",1
"631","heat","bad",1
"632","intellig","oper",1
"633","oper","complic",1
"634","labor","heat",1
"635","heat","condit",1
"636","condit","white",1
"637","man","intellig",1
"638","oper","machin",1
"639","bad","white",1
"640","condit","man",1
"641","white","intellig",1
"642","intellig","complic",1
"643","good","chanc",1
"644","chanc","advanc",1
"645","give","good",1
"646","good","advanc",1
"647","give","chanc",1
"648","caus","troubl",1
"649","think","caus",1
"650","present","condit",1
"651","good","polici",1
"652","condit","friction",1
"653","friction","elimin",1
"654","present","friction",1
"655","elimin","good",1
"656","condit","elimin",1
"657","elimin","polici",1
"658","white","officr",1
"659","approv","white",1
"660","approv","officr",1
"661","hard","get",1
"662","white","negro",1
"663","extent","live",1
"664","negro","mix",1
"665","mix","extent",1
"666","good","moral",1
"667","mani","white",1
"668","white","soldier",1
"669","mani","soldier",1
"670","soldier","prejudic",1
"671","white","prejudic",1
"672","prejudic","negro",1
"673","mani","prejudic",1
"674","work","alon",1
"675","alon","group",1
"676","much","race",1
"677","race","hat",1
"678","much","hat",1
"679","white","soldier",1
"680","mix","white",1
"681","mix","soldier",1
"682","get","good",1
"683","good","themself",1
"684","get","themself",1
"685","keep","place",1
"686","reason","put",1
"687","put","question",1
"688","reason","question",1
"689","white","soldier",1
"690","soldier","want",1
"691","good","mixer",1
"692","white","want",1
"693","want","work",1
"694","soldier","work",1
"695","work","negro",1
"696","white","work",1
"697","unclear","unclear",4
"698","bad","foot",1
"699","like","unclear",1
"700","poor","camp",1
"701","get","unclear",1
"702","wai","unclear",1
"703","unclear","poor",1
"704","camp","feel",1
"705","feel","unclear",1
"706","unclear","bad",1
"707","take","place",1
"708","riot","take",1
"709","riot","place",1
"710","place","time",1
"711","possibl","work",1
"712","ideal","end",1
"713","believ","separ",1
"714","outfit","possibl",1
"715","work","ideal",1
"716","color","soldier",1
"717","oper","good",1
"718","white","soldier",1
"719","soldier","oper",1
"720","color","oper",1
"721","soldier","good",1
"722","color","good",1
"723","good","put",1
"724","separ","good",1
"725","littl","confus",1
"726","separ","barrack",1
"727","unclear","unclear",2
"728","differ","race",1
"729","commis","offic",1
"730","enlist","man",1
"731","differ","class",1
"732","good","friend",1
"733","think","negro",1
"734","race","peopl",1
"735","like","see",1
"736","unclear","misatr",1
"737","misatr","unclear",1
"738","think","commis",1
"739","offic","enlist",1
"740","man","come",1
"741","try","get",1
"742","get","head",1
"743","like","break",1
"744","break","friendship",1
"745","armi","get",1
"746","negro","differ",1
"747","differ","peopl",1
"748","see","unclear",1
"749","stai","place",1
"750","think","offic",1
"751","commis","enlist",1
"752","offic","man",1
"753","enlist","come",1
"754","come","differ",1
"755","friend","try",1
"756","thing","armi",1
"757","like","man",1
"758","man","unclear",1
"759","unclear","die",1
"760","negro","right",1
"761","negro","race",1
"762","commis","man",1
"763","come","class",1
"764","class","rememb",1
"765","rememb","good",1
"766","good","try",1
"767","try","head",1
"768","like","friendship",1
"769","pick","unclear",1
"770","close","relationship",1
"771","want","sleep",1
"772","feel","good",1
"773","think","feel",1
"774","think","good",1
"775","white","put",1
"776","troubl","white",1
"777","put","negro",1
"778","give","opertun",1
"779","rank","caus",1
"780","caus","fight",1
"781","rank","fight",1
"782","leav","white",1
"783","want","sleep",1
"784","avoid","differ",1
"785","differ","oppinion",1
"786","avoid","oppinion",1
"787","win","war",1
"788","try","win",1
"789","try","war",1
"790","unclear","unclear",3
"791","negro","unclear",1
"792","unclear","Clean",1
"793","negro","solid",1
"794","solid","wood",1
"795","white","negro",1
"796","negro","wood",1
"797","white","solid",1
"798","white","wood",1
"799","white","man",1
"800","work","negro",1
"801","good","unit",1
"802","whole","good",1
"803","unit","develop",1
"804","develop","segreat",1
"805","whole","unit",1
"806","good","develop",1
"807","work","whole",1
"808","unit","segreat",1
"809","effici","attain",1
"810","put","effici",1
"811","white","outfit",1
"812","low","effici",1
"813","effici","white",1
"814","effici","outfit",1
"815","get","idea",1
"816","whole","outfit",1
"817","idea","chang",1
"818","chang","turn",1
"819","turn","whole",1
"820","get","chang",1
"821","turn","outfit",1
"822","idea","turn",1
"823","chang","whole",1
"824","southern","soldier",1
"825","differ","differ",3
"826","differ","moral",2
"827","differ","outlook",2
"828","differ","peopl",2
"829","differ","temper",1
"830","temper","differ",1
"831","moral","differ",1
"832","outlook","differ",1
"833","temper","moral",1
"834","moral","outlook",1
"835","outlook","peopl",1
"836","southern","boi",1
"837","relish","idea",1
"838","boi","whole",1
"839","whole","relish",1
"840","southern","whole",1
"841","think","negro",1
"842","negro","happi",1
"843","happi","leav",1
"844","think","happi",1
"845","negro","leav",1
"846","creat","Disturb",1
"847","mix","creat",1
"848","black","separ",1
"849","littl","fight",1
"850","order","keep",1
"851","keep","feel",1
"852","feel","white",1
"853","white","black",1
"854","separ","littl",1
"855","white","separ",1
"856","black","littl",1
"857","separ","fight",1
"858","order","feel",1
"859","keep","white",1
"860","feel","black",1
"861","black","fight",1
"862","white","soldier",1
"863","soldier","woun",1
"864","woun","get",1
"865","white","woun",1
"866","soldier","get",1
"867","negro","white",1
"868","white","get",1
"869","negro","soldier",1
"870","mix","good",1
"871","white","man",1
"872","man","clean",1
"873","effici","wai",1
"874","separat","outfit",1
"875","outfit","white",1
"876","white","color",1
"877","separat","white",1
"878","outfit","color",1
"879","old","case",1
"880","racial","differ",1
"881","case","racial",1
"882","hard","stamp",1
"883","old","racial",1
"884","case","differ",1
"885","differ","hard",1
"886","old","differ",1
"887","racial","hard",1
"888","littl","contact",1
"889","wai","understand",1
"890","friction","betwen",1
"891","betwen","white",1
"892","white","negro",1
"893","friction","white",1
"894","betwen","negro",1
"895","negro","gether",1
"896","know","place",1
"897","negro","negro",1
"898","negro","know",1
"899","good","concern",1
"900","outfin","war",1
"901","stai","home",1
"902","war","stai",1
"903","color","work",1
"904","individu","color",1
"905","fight","caus",1
"906","think","good",1
"907","seem","understand",1
"908","good","reason",1
"909","think","understand",1
"910","mani","compani",1
"911","sai","standpoint",1
"912","standpoint","Southern",1
"913","southern","man",1
"914","outfit","negro",1
"915","man","includ",1
"916","includ","outfit",1
"917","southern","includ",1
"918","includ","negro",1
"919","negro","separ",1
"920","man","outfit",1
"921","outfit","separ",1
"922","man","need",1
"923","mix","outfit",1
"924","outfit","combat",1
"925","mix","combat",1
"926","trust","mix",1
"927","Seper","prefer",1
"928","mix","outfit",1
"929","white","peopl",1
"930","idea","sleep",1
"931","like","idea",1
"932","sleep","eat",1
"933","eat","negro",1
"934","peopl","like",1
"935","like","sleep",1
"936","idea","eat",1
"937","white","like",1
"938","sleep","negro",1
"939","help","finish",1
"940","test","monkei",1
"941","lot","bunk",1
"942","enlist","help",1
"943","finish","war",1
"944","lot","nonsens",1
"945","think","test",1
"946","bunk","enlist",1
"947","enlist","finish",1
"948","help","war",1
"949","war","hurri",1
"950","hurri","fool",1
"951","monkei","lot",1
"952","fool","lot",1
"953","moral","good",1
"954","feel","free",1
"955","littl","restraint",1
"956","free","talk",1
"957","talk","act",1
"958","act","littl",1
"959","feel","talk",1
"960","act","restraint",1
"961","free","act",1
"962","talk","littl",1
"963","restraint","outfit",1
"964","white","soldier",1
"965","caus","negro",1
"966","negro","take",1
"967","caus","take",1
"968","take","white",1
"969","includ","offic",1
"970","south","hate",1
"971","fellow","south",1
"972","includ","offic",1
"973","make","good",1
"974","good","soldier",1
"975","make","soldier",1
"976","think","make",1
"977","think","good",1
"978","nasti","yellow",1
"979","unfair","fiter",1
"980","good","fiter",1
"981","yellow","unfair",1
"982","nasti","unfair",1
"983","yellow","fiter",1
"984","differ","class",1
"985","class","part",1
"986","differ","part",1
"987","differ","clase",1
"988","negro","negro",1
"989","keep","place",1
"990","negro","keep",1
"991","lot","good",1
"992","get","lot",1
"993","get","good",1
"994","good","peopl",1
"995","learn","work",1
"996","put","negro",1
"997","hot","water",1
"998","negro","white",1
"999","get","hot",1
"1000","put","white",1
"1001","get","water",1
"1002","white","outfit",1
"1003","white","command",1
"1004","feel","satisfi",1
"1005","satisfi","white",1
"1006","satisfi","command",1
"1007","feel","white",1
"1008","color","peopl",1
"1009","standard","live",1
"1010","live","white",1
"1011","white","color",1
"1012","differ","standard",1
"1013","white","peopl",1
"1014","standard","white",1
"1015","live","color",1
"1016","like","idea",1
"1017","idea","mix",1
"1018","like","mix",1
"1019","long","time",1
"1020","white","work",1
"1021","respond","good",1
"1022","good","negro",1
"1023","negro","come",1
"1024","come","officr",1
"1025","respond","negro",1
"1026","officr","line",1
"1027","good","come",1
"1028","negro","officr",1
"1029","human","natur",1
"1030","natur","question",1
"1031","human","question",1
"1032","futur","life",1
"1033","good","fight",1
"1034","fight","man",1
"1035","good","man",1
"1036","govern","find",1
"1037","find","wai",1
"1038","wai","help",1
"1039","find","place",1
"1040","place","industri",1
"1041","think","man",1
"1042","man","idea",1
"1043","idea","futur",1
"1044","life","war",1
"1045","war","make",1
"1046","make","good",1
"1047","help","find",1
"1048","industri","war",1
"1049","idea","life",1
"1050","futur","war",1
"1051","make","fight",1
"1052","govern","wai",1
"1053","find","help",1
"1054","find","industri",1
"1055","caus","bad",1
"1056","bad","feel",1
"1057","caus","feel",1
"1058","feel","soldier",1
"1059","bad","soldier",1
"1060","lot","low",1
"1061","low","class",1
"1062","lot","class",1
"1063","much","jelousi",1
"1064","separ","caus",1
"1065","caus","much",1
"1066","regard","promot",1
"1067","caus","jelousi",1
"1068","separ","much",1
"1069","creat","littl",1
"1070","littl","friction",1
"1071","creat","friction",1
"1072","sure","wai",1
"1073","wai","ruin",1
"1074","ruin","moral",1
"1075","sure","ruin",1
"1076","moral","race",1
"1077","wai","moral",1
"1078","race","mix",1
"1079","mix","good",1
"1080","like","nigger",1
"1081","soldier","like",1
"1082","reason","question",1
"1083","start","friction",1
"1084","friction","man",1
"1085","start","man",1
"1086","white","man",1
"1087","stai","healthi",1
"1088","doubt","negro",1
"1089","negro","white",1
"1090","man","live",1
"1091","roof","stai",1
"1092","negro","man",1
"1093","white","live",1
"1094","roof","healthi",1
"1095","doubt","white",1
"1096","live","roof",1
"1097","negro","sleep",1
"1098","want","negro",1
"1099","sleep","eat",1
"1100","want","sleep",1
"1101","negro","eat",1
"1102","mix","outfit",1
"1103","serv","mix",1
"1104","serv","outfit",1
"1105","white","soldier",1
"1106","good","soldier",1
"1107","train","white",1
"1108","train","soldier",1
"1109","believ","train",1
"1110","color","peopl",1
"1111","white","get",1
"1112","get","beter",1
"1113","white","beter",1
"1114","differ","race",1
"1115","allow","direct",1
"1116","direct","contact",1
"1117","allow","contact",1
"1118","contact","negro",1
"1119","direct","negro",1
"1120","good","separ",1
"1121","seem","team",1
"1122","team","good",1
"1123","team","separ",1
"1124","seem","good",1
"1125","negro","soldier",1
"1126","soldier","get",1
"1127","negro","get",1
"1128","moral","good",1
"1129","mix","negro",1
"1130","fanci","idea",1
"1131","idea","bunk",1
"1132","fanci","bunk",1
"1133","take","advantag",1
"1134","peopl","take",1
"1135","peopl","advantag",1
"1136","much","racial",1
"1137","racial","difficulti",1
"1138","much","difficulti",1
"1139","negro","soldier",1
"1140","believ","self",1
"1141","self","white",1
"1142","white","negro",1
"1143","separ","fit",1
"1144","white","soldier",1
"1145","believ","white",1
"1146","self","negro",1
"1147","soldier","separ",1
"1148","peopl","south",1
"1149","south","like",1
"1150","troubl","feel",1
"1151","white","color",1
"1152","color","get",1
"1153","white","soldier",1
"1154","abus","white",1
"1155","soldier","offend",1
"1156","negro","abus",1
"1157","abus","soldier",1
"1158","white","offend",1
"1159","mixen","negro",1
"1160","believ","mixen",1
"1161","white","gether",1
"1162","believ","negro",1
"1163","negro","white",1
"1164","mixen","white",1
"1165","reason","state",1
"1166","state","numb",1
"1167","reason","numb",1
"1168","peopl","know",1
"1169","know","understand",1
"1170","work","fight",1
"1171","peopl","understand",1
"1172","much","fight",1
"1173","good","think",1
"1174","think","act",1
"1175","act","white",1
"1176","take","advantag",1
"1177","seriou","troubl",1
"1178","white","take",1
"1179","white","advantag",1
"1180","end","seriou",1
"1181","end","troubl",1
"1182","think","white",1
"1183","white","soldier",1
"1184","think","soldier",1
"1185","gether","negro",1
"1186","soldier","gether",1
"1187","extrem","differ",1
"1188","live","condit",1
"1189","separ","outfit",1
"1190","differ","live",1
"1191","condit","separ",1
"1192","extrem","live",1
"1193","differ","condit",1
"1194","live","separ",1
"1195","condit","outfit",1
"1196","outfit","suggest",1
"1197","extrem","condit",1
"1198","live","outfit",1
"1199","separ","suggest",1
"1200","fact","live",1
"1201","creat","fight",1
"1202","fight","wherea",1
"1203","live","creat",1
"1204","creat","wherea",1
"1205","fact","creat",1
"1206","live","fight",1
"1207","wherea","open",1
"1208","white","boi",1
"1209","dam","negro",1
"1210","boi","dam",1
"1211","white","dam",1
"1212","boi","negro",1
"1213","negro","mix",1
"1214","white","negro",1
"1215","dam","mix",1
"1216","delet","get",1
"1217","delet","delet",1
"1218","good","combat",1
"1219","combat","outfit",1
"1220","make","good",1
"1221","good","outfit",1
"1222","make","combat",1
"1223","believ","make",1
"1224","make","outfit",1
"1225","separ","outfit",1
"1226","keep","separ",1
"1227","keep","outfit",1
"1228","think","keep",1
"1229","racial","hatr",1
"1230","hatr","white",1
"1231","white","Black",1
"1232","racial","white",1
"1233","work","racial",1
"1234","hatr","Black",1
"1235","night","patrol",1
"1236","good","night",1
"1237","good","patrol",1
"1238","think","mexican",1
"1239","seper","outfit",1
"1240","mexican","seper",1
"1241","soldier","drink",1
"1242","drink","matter",1
"1243","drink","soldier",1
"1244","soldier","get",1
"1245","soldier","matter",1
"1246","keep","fight",1
"1247","peopl","cent",1
"1248","cent","stand",1
"1249","mani","negro",1
"1250","differ","race",1
"1251","peopl","stand",1
"1252","stand","mani",1
"1253","race","peopl",1
"1254","cent","mani",1
"1255","stand","negro",1
"1256","race","cent",1
"1257","peopl","mani",1
"1258","cent","negro",1
"1259","get","man",1
"1260","like","negro",2
"1261","like","white",1
"1262","negro","negro",1
"1263","white","like",1
"1264","negro","like",1
"1265","white","negro",1
"1266","negro","white",1
"1267","singl","reason",1
"1268","reason","south",1
"1269","south","fellow",1
"1270","fellow","think",1
"1271","singl","south",1
"1272","think","slave",1
"1273","slave","treat",1
"1274","treat","dog",1
"1275","reason","fellow",1
"1276","south","think",1
"1277","mix","race",1
"1278","color","man",1
"1279","group","mix",1
"1280","man","die",1
