"","source","target","weight"
"415","bad","train",1
"416","next","connect",1
"417","connect","camp",1
"418","dai","next",1
"419","bad","connect",1
"420","train","camp",1
"421","camp","bad",1
"422","bad","bu",1
"423","servic","good",1
"424","food","dai",1
"425","good","bad",1
"426","dai","train",1
"427","next","camp",1
"428","bad","servic",1
"429","bu","good",1
"430","get","cloth",1
"431","yard","meal",1
"432","offic","take",1
"433","cloth","fit",1
"434","food","rote",1
"435","gener","come",1
"436","take","much",1
"437","much","grant",1
"438","get","fit",1
"439","come","armi",1
"440","armi","food",1
"441","major","gener",1
"442","meal","offic",1
"443","offic","much",1
"444","bar","collar",1
"445","fit","come",1
"446","rote","time",1
"447","time","major",1
"448","come","yard",1
"449","yard","offic",1
"450","meal","take",1
"451","take","grant",1
"452","goat","meat",1
"453","south","terribl",1
"454","get","goat",1
"455","meat","stew",1
"456","food","outfit",1
"457","outfit","come",1
"458","come","south",1
"459","terribl","get",1
"460","get","meat",1
"461","goat","stew",1
"462","45th","Div",1
"463","thing","seem",1
"464","whole","thing",1
"465","rebel","get",1
"466","non","comm",1
"467","like","give",1
"468","give","opinion",1
"469","Div","divis",1
"470","see","outfit",1
"471","problem","thing",1
"472","battl","man",1
"473","click","cliqu",1
"474","rebel","Oklahoman",1
"475","Yanke","seem",1
"476","start","div",1
"477","outfit","prove",1
"478","prove","abil",1
"479","abil","promot",1
"480","give","rebel",1
"481","dum","dumb",1
"482","opinion","45th",1
"483","45th","divis",1
"484","outfit","action",1
"485","problem","seem",1
"486","man","shoot",1
"487","cooper","troubl",1
"488","troubl","outfit",1
"489","cliqu","rebel",1
"490","Oklahoman","Yanke",1
"491","head","whole",1
"492","chanc","outfit",1
"493","promot","give",1
"494","give","get",1
"495","plenti","privat",1
"496","like","opinion",1
"497","opinion","Div",1
"498","seem","wrong",1
"499","wrong","watch",1
"500","watch","man",1
"501","seem","start",1
"502","head","thing",1
"503","outfit","abil",1
"504","prove","promot",1
"505","much","goat",1
"506","mention","food",1
"507","food","questionair",1
"508","questionair","opinion",1
"509","lousi","much",1
"510","lousi","goat",1
"511","get","poor",1
"512","eneft","experi",1
"513","food","get",1
"514","good","think",1
"515","insert","offic",1
"516","offic","eneft",1
"517","food","poor",1
"518","think","paragraph",1
"519","paragraph","insert",1
"520","offic","experi",1
"521","experi","field",1
"522","side","good",1
"523","eneft","field",1
"524","bite","fit",1
"525","sprout","horn",1
"526","find","hell",1
"527","hell","bite",1
"528","think","find",1
"529","hell","fit",1
"530","civilian","life",1
"531","Army","life",1
"532","machinist","civilian",1
"533","life","try",1
"534","try","get",1
"535","satisfi","Army",1
"536","sai","place",1
"537","machinist","life",1
"538","civilian","try",1
"539","forc","mechan",1
"540","valuabl","mechan",1
"541","satisfi","life",1
"542","life","get",1
"543","mechan","infantri",1
"544","life","wai",1
"545","wai","like",1
"546","wrong","outfit",1
"547","color","War",1
"548","fight","color",1
"549","last","fellow",1
"550","fellow","kill",1
"551","kill","see",1
"552","see","enemi",1
"553","fight","War",1
"554","rebel","believ",1
"555","last","kill",1
"556","fellow","see",1
"557","kill","enemi",1
"558","think","rite",1
"559","unclear","unclear",13
"560","warm","food",2
"561","unclear","cook",2
"562","food","unclear",2
"563","get","food",1
"564","god","sake",1
"565","start","cook",1
"566","cook","eff",1
"567","mess","hall",1
"568","small","kitchen",1
"569","kitchen","unit",1
"570","therefor","warm",1
"571","make","hard",1
"572","hard","get",1
"573","cook","run",1
"574","fee","compani",1
"575","cold","hell",1
"576","give","eff",1
"577","coosk","unclear",1
"578","unclear","start",1
"579","start","eff",1
"580","unclear","coat",1
"581","coat","wax",1
"582","blame","cook",1
"583","unclear","hour",1
"584","small","unit",1
"585","unit","therefor",1
"586","therefor","food",1
"587","comment","food",1
"588","hard","food",1
"589","sake","food",1
"590","get","breakfast",1
"591","egg","cold",1
"592","hell","time",1
"593","time","pemit",1
"594","pemit","give",1
"595","stave","coosk",1
"596","wax","suitabl",1
"597","suitabl","unclear",1
"598","rest","chow",1
"599","unclear","serv",1
"600","serv","unclear",1
"601","hall","unclear",1
"602","hour","warm",1
"603","get","cold",1
"604","cold","south",1
"605","south","unclear",1
"606","unclear","small",1
"607","kitchen","therefor",1
"608","unit","warm",1
"609","make","get",1
"610","god","food",1
"611","unclear","run",1
"612","run","get",1
"613","compani","egg",1
"614","eff","stave",1
"615","unclear","eff",1
"616","unclear","wax",1
"617","unclear","eat",1
"618","unclear","mess",1
"619","mess","unclear",1
"620","hour","food",1
"621","unclear","kitchen",1
"622","small","therefor",1
"623","kitchen","warm",1
"624","unit","food",1
"625","thing","there",1
"626","there","wrong",1
"627","year","train",1
"628","thing","wrong",1
"629","wrong","mix",1
"630","mix","soldier",1
"631","there","mix",1
"632","month","train",1
"633","train","boi",1
"634","differ","Yank",1
"635","boi","understand",1
"636","thing","mix",1
"637","wrong","soldier",1
"638","mani","young",2
"639","mani","offic",2
"640","offic","know",2
"641","mani","non-commiss",1
"642","non-commiss","offic",1
"643","young","offic",1
"644","young","boi",1
"645","old","man",1
"646","civilian","life",1
"647","know","stuff",1
"648","win","war",1
"649","mani","boi",1
"650","lot","old",1
"651","bear","rais",1
"652","take","boi",1
"653","take","countri",1
"654","stuff","outfit",1
"655","know","littl",1
"656","book","win",1
"657","lot","man",1
"658","rais","farm",1
"659","boi","countri",1
"660","life","bear",1
"661","man","seem",2
"662","young","fellow",1
"663","train","camp",1
"664","young","Rug",1
"665","Rug","man",1
"666","make","sens",1
"667","like","know",1
"668","camp","send",1
"669","young","man",1
"670","seem","make",1
"671","improv","food",1
"672","fellow","train",1
"673","train","send",1
"674","seem","sens",1
"675","seem","dissatisfi",1
"676","know","take",1
"677","take","young",1
"678","young","train",1
"679","fellow","camp",1
"680","divis","year",1
"681","think","improv",1
"682","man","dissatisfi",1
"683","common","sens",1
"684","dai","wonder",1
"685","soldier","cent",1
"686","week","end",1
"687","worth","damn",1
"688","put","station",1
"689","station","limmit",1
"690","limmit","soldier",1
"691","comment","need",1
"692","limmit","cent",1
"693","need","common",1
"694","sens","dai",1
"695","put","limmit",1
"696","station","soldier",1
"697","make","offeric",1
"698","think","offeric",1
"699","train","Pona",1
"700","Pona","make",1
"701","offeric","train",1
"702","week","armi",1
"703","armi","train",1
"704","week","train",1
"705","train","year",1
"706","armi","year",1
"707","singl","like",1
"708","like","week",1
"709","week","year",1
"710","man","want",2
"711","south","want",1
"712","north","want",1
"713","good","privat",1
"714","offic","help",1
"715","mean","come",1
"716","come","part",1
"717","act","good",1
"718","man","hate",1
"719","goat","fee",1
"720","help","man",1
"721","man","mean",1
"722","mean","part",1
"723","outfit","poor",1
"724","think","food",1
"725","food","o.k.",1
"726","Boi","cook",1
"727","hate","goat",1
"728","time","week",1
"729","week","bean",1
"730","man","south",1
"731","man","north",1
"732","brain","good",1
"733","privat","hold",1
"734","offic","man",1
"735","man","come",1
"736","good","time",1
"737","talk","man",1
"738","man","food",1
"739","food","outfit",1
"740","poor","think",1
"741","o.k.","Boi",1
"742","cook","man",1
"743","man","goat",1
"744","hate","fee",1
"745","bean","coffe",1
"746","coffe","ink",1
"747","want","non-com",1
"748","brain","privat",1
"749","good","hold",1
"750","hold","rate",1
"751","help","mean",1
"752","man","part",1
"753","act","time",1
"754","think","o.k.",1
"755","cook","hate",1
"756","man","fee",1
"757","fee","time",1
"758","time","bean",1
"759","special","train",1
"760","larg","citi",1
"761","much","goat",1
"762","goat","meat",1
"763","leav","man",1
"764","choic","servic",1
"765","try","arrang",1
"766","arrang","special",1
"767","much","meat",1
"768","arrang","train",1
"769","train","larg",1
"770","citi","food",1
"771","good","much",1
"772","satisfi","try",1
"773","try","special",1
"774","special","larg",1
"775","train","citi",1
"776","larg","food",1
"777","food","good",1
"778","good","goat",1
"779","good","idea",2
"780","commission","offic",1
"781","enlist","man",1
"782","actual","experi",1
"783","damn","fool",1
"784","train","school",1
"785","brass","bar",1
"786","know","shit",1
"787","wild","hors",1
"788","quit","feed",1
"789","idea","make",1
"790","make","unclear",1
"791","unclear","commission",1
"792","offic","enlist",1
"793","send","bunch",1
"794","bunch","damn",1
"795","fool","train",1
"796","week","pin",1
"797","pin","set",1
"798","set","brass",1
"799","shit","wild",1
"800","hors","run",1
"801","run","compani",1
"802","idea","quit",1
"803","feed","unclear",1
"804","unclear","soldier",1
"805","strict","sanit",1
"806","sanit","peopl",1
"807","peopl","handl",1
"808","good","make",1
"809","unclear","offic",1
"810","commission","enlist",1
"811","offic","man",1
"812","man","actual",1
"813","experi","armi",1
"814","bunch","fool",1
"815","damn","train",1
"816","fool","school",1
"817","school","week",1
"818","set","bar",1
"819","know","wild",1
"820","shit","hors",1
"821","wild","run",1
"822","good","quit",1
"823","idea","feed",1
"824","quit","unclear",1
"825","unclear","meat",1
"826","idea","unclear",1
"827","commission","man",1
"828","enlist","actual",1
"829","man","experi",1
"830","actual","armi",1
"831","armi","send",1
"832","send","damn",1
"833","damn","school",1
"834","train","week",1
"835","week","set",1
"836","pin","brass",1
"837","know","hors",1
"838","hors","compani",1
"839","good","feed",1
"840","feed","soldier",1
"841","soldier","unclear",1
"842","strict","peopl",1
"843","sanit","handl",1
"844","individu","contain",1
"845","heavi","enough",1
"846","rubber","sole",1
"847","burn","foot",1
"848","long","hike",1
"849","enough","room",1
"850","flannel","pant",1
"851","intellig","rate",1
"852","commiss","offic",1
"853","undergo","monthli",1
"854","monthli","review",1
"855","post","laundri",1
"856","fit","cloth",1
"857","serv","individu",1
"858","contain","paragraph",1
"859","paragraph","stock",1
"860","enough","paragraph",1
"861","paragraph","lack",1
"862","lack","butter",1
"863","butter","coffe",1
"864","coffe","paragraph",1
"865","paragraph","rubber",1
"866","sole","shoe",1
"867","shoe","burn",1
"868","foot","long",1
"869","hike","paragraph",1
"870","room","crotch",1
"871","crotch","flannel",1
"872","pant","paragraph",1
"873","choos","intellig",1
"874","rate","paragraph",1
"875","paragraph","commiss",1
"876","offic","undergo",1
"877","undergo","review",1
"878","review","paragraph",1
"879","paragraph","post",1
"880","laundri","poor",1
"881","poor","paragraph",1
"882","serv","contain",1
"883","individu","paragraph",1
"884","stock","heavi",1
"885","heavi","paragraph",1
"886","paragraph","sole",1
"887","rubber","shoe",1
"888","shoe","foot",1
"889","burn","long",1
"890","foot","hike",1
"891","long","paragraph",1
"892","paragraph","enough",1
"893","enough","crotch",1
"894","crotch","pant",1
"895","flannel","paragraph",1
"896","choos","rate",1
"897","intellig","paragraph",1
"898","paragraph","offic",1
"899","commiss","undergo",1
"900","offic","monthli",1
"901","monthli","paragraph",1
"902","paragraph","laundri",1
"903","post","poor",1
"904","contain","stock",1
"905","stock","enough",1
"906","enough","lack",1
"907","paragraph","butter",1
"908","lack","coffe",1
"909","butter","paragraph",1
"910","coffe","rubber",1
"911","sole","burn",1
"912","burn","hike",1
"913","paragraph","room",1
"914","room","flannel",1
"915","rate","commiss",1
"916","commiss","monthli",1
"917","offic","review",1
"918","undergo","paragraph",1
"919","review","post",1
"920","laundri","paragraph",1
"921","paragraph","fit",1
"922","furlough","monei",2
"923","dai","pai",2
"924","monei","dai",2
"925","furlough","dai",2
"926","monei","pai",2
"927","captain","come",1
"928","lose","furlough",1
"929","spare","time",1
"930","like","armi",1
"931","armi","think",1
"932","state","captain",1
"933","hour","lose",1
"934","lose","monei",1
"935","pai","week",1
"936","get","furlough",1
"937","terrabl","season",1
"938","season","ree",1
"939","monei","exhaust",1
"940","suppos","gain",1
"941","time","camp",1
"942","ask","question",1
"943","question","like",1
"944","state","come",1
"945","come","east",1
"946","good","exampl",1
"947","come","hour",1
"948","hour","furlough",1
"949","dai","week",1
"950","week","man",1
"951","man","west",1
"952","come","dai",1
"953","dai","get",1
"954","get","monei",1
"955","care","look",1
"956","food","terrabl",1
"957","eat","P.x",1
"958","P.x","monei",1
"959","exhaust","hear",1
"960","hear","suppos",1
"961","gain","armi",1
"962","wrong","spend",1
"963","spend","spare",1
"964","spare","camp",1
"965","like","think",1
"966","come","state",1
"967","west","good",1
"968","hour","monei",1
"969","west","come",1
"970","fair","food",1
"971","terrabl","ree",1
"972","ree","eat",1
"973","spend","time",1
"974","quisten","ask",1
"975","unclear","unclear",6
"976","tuat","[/unclear",1
"977","unclear","tuat",1
"978","[/unclear","enemi",1
"979","feel","unclear",1
"980","unclear","[/unclear",1
"981","tuat","enemi",1
"982","enemi","wai",1
"983","comment","thing",1
"984","unclear","unclear",5
"985","good","questionnair",1
"986","good","point",1
"987","good","lot",1
"988","time","food",1
"989","lot","time",1
"990","time","cloth",1
"991","cloth","unclear",1
"992","food","good",1
"993","good","time",1
"994","questionnair","good",1
"995","food","lot",1
"996","lot","cloth",1
"997","time","unclear",1
"998","unclear","reason",1
"999","food","bad",1
"1000","growth","INCOMPETENCy",1
"1001","paragraph","growth",1
"1002","goat","ranch",1
"1003","ranch","make",1
"1004","cattl","man",1
"1005","much","candi",1
"1006","eat","rough",1
"1007","rough","food",1
"1008","get","enough",1
"1009","enough","meat",1
"1010","get","furlough",1
"1011","dai","clean",1
"1012","food","poor",1
"1013","goat","make",1
"1014","lot","cattl",1
"1015","eat","much",1
"1016","eat","food",1
"1017","get","meat",1
"1018","cover","food",1
"1019","kind","deal",1
"1020","deal","goat",1
"1021","lot","man",1
"1022","man","west",1
"1023","boi","eat",1
"1024","eat","stomach",1
"1025","stomach","stand",1
"1026","stand","food",1
"1027","eat","candi",1
"1028","believ","get",1
"1029","clean","high",1
"1030","poor","kind",1
"1031","deal","ranch",1
"1032","fish","lot",1
"1033","cattl","west",1
"1034","west","boi",1
"1035","candi","canteen",1
"1036","meat","believ",1
"1037","believ","furlough",1
"1038","side","dai",1
"1039","dai","high",1
"1040","questionnair","deal",1
"1041","chines","question",1
"1042","question","happen",1
"1043","question","includ",1
"1044","get","nuff",2
"1045","time","get",2
"1046","nuff","food",1
"1047","chow","time",1
"1048","poor","cloth",1
"1049","new","on",1
"1050","nuff","meat",1
"1051","meal","time",1
"1052","good","chanc",1
"1053","take","care",1
"1054","food","eat",1
"1055","get","poor",1
"1056","meat","andi",1
"1057","get","food",1
"1058","nuff","eat",1
"1059","eat","chow",1
"1060","get","cloth",1
"1061","cloth","tearn",1
"1062","tearn","new",1
"1063","on","paragraph",1
"1064","get","meat",1
"1065","nuff","andi",1
"1066","andi","meal",1
"1067","milk","tabl",1
"1068","tabl","man",1
"1069","man","paragraph",1
"1070","care","cloth",1
"1071","nouth","sholder",1
"1072","sholder","servic",1
"1073","food","unclear",1
"1074","unclear","unclear",1
"1075","eat","time",1
"1076","chow","get",1
"1077","poor","tearn",1
"1078","tearn","on",1
"1079","new","paragraph",1
"1080","andi","time",1
"1081","meal","get",1
"1082","chanc","take",1
"1083","take","cloth",1
"1084","cloth","get",1
"1085","civil","war",1
"1086","southern","hate",1
"1087","much","format",1
"1088","equal","basi",1
"1089","hate","yanke",1
"1090","southern","yanke",1
"1091","imagin","think",1
"1092","think","negro",1
"1093","rest","man",1
"1094","swell","moral",1
"1095","moral","high",1
"1096","yanke","imagin",1
"1097","negro","Non-Com",1
"1098","Non-Com","serv",1
"1099","white","soldier",2
"1100","negro","white",2
"1101","love","color",2
"1102","bring","negro",1
"1103","immedi","contact",1
"1104","white","love",1
"1105","love","extend",1
"1106","put","color",1
"1107","consid","troop",1
"1108","troop","movement",1
"1109","white","sleep",1
"1110","whole","think",1
"1111","think","involv",1
"1112","involv","close",1
"1113","close","contact",1
"1114","littl","distinct",1
"1115","present","segreg",1
"1116","segreg","stand",1
"1117","question","bring",1
"1118","white","immedi",1
"1119","live","man",1
"1120","token","white",1
"1121","expect","feel",1
"1122","feel","love",1
"1123","light","marriag",1
"1124","color","white",1
"1125","soldier","consid",1
"1126","consid","movement",1
"1127","movement","white",1
"1128","sleep","negro",1
"1129","think","whole",1
"1130","whole","involv",1
"1131","think","close",1
"1132","involv","contact",1
"1133","contact","littl",1
"1134","distinct","negro",1
"1135","leav","present",1
"1136","present","stand",1
"1137","question","negro",1
"1138","bring","white",1
"1139","white","contact",1
"1140","token","love",1
"1141","white","color",1
"1142","feel","extend",1
"1143","extend","color",1
"1144","man","believ",1
"1145","believ","consid",1
"1146","put","white",1
"1147","color","soldier",1
"1148","white","consid",1
"1149","soldier","troop",1
"1150","troop","white",1
"1151","movement","sleep",1
"1152","white","negro",1
"1153","negro","think",1
"1154","think","think",1
"1155","whole","close",1
"1156","think","contact",1
"1157","close","littl",1
"1158","contact","distinct",1
"1159","littl","negro",1
"1160","negro","soldier",1
"1161","soldier","forget",1
"1162","forget","leav",1
"1163","leav","segreg",1
"1164","negro","immedi",1
"1165","intoler","live",1
"1166","man","color",1
"1167","expect","love",1
"1168","consid","light",1
"1169","put","soldier",1
"1170","white","troop",1
"1171","soldier","movement",1
"1172","consid","white",1
"1173","troop","sleep",1
"1174","think","involv",1
"1175","whole","contact",1
"1176","involv","littl",1
"1177","close","distinct",1
"1178","distinct","white",1
"1179","white","forget",1
"1180","leav","stand",1
"1181","soildier","wife",2
"1182","root","home",1
"1183","food","isent",1
"1184","big","man",1
"1185","think","man",1
"1186","man","train",1
"1187","unclear","curnev",1
"1188","curnev","unclear",1
"1189","strict","inspect",1
"1190","railroad","deduct",1
"1191","deduct","soildier",1
"1192","wife","root",1
"1193","time","food",1
"1194","isent","good",1
"1195","shortag","think",1
"1196","stud","unclear",1
"1197","unclear","think",1
"1198","think","armi",1
"1199","armi","strict",1
"1200","inspect","paragraph",1
"1201","paragraph","offic",1
"1202","pai","soildier",1
"1203","wife","paragraph",1
"1204","paragraph","railroad",1
"1205","deduct","wife",1
"1206","soildier","root",1
"1207","wife","home",1
"1208","husband","paragraph",1
"1209","paragraph","time",1
"1210","time","isent",1
"1211","food","good",1
"1212","think","train",1
"1213","train","stud",1
"1214","unclear","unclear",1
"1215","offic","stick",1
"1216","pai","wife",1
"1217","soildier","paragraph",1
"1218","railroad","soildier",1
"1219","soildier","home",1
"1220","home","husband",1
"1221","profiet","side",1
"1222","side","big",1
"1223","get","enough",2
"1224","year","try",1
"1225","break","get",1
"1226","on","give",1
"1227","poor","wai",1
"1228","get","break",1
"1229","get","wife",1
"1230","wife","babi",1
"1231","babi","see",1
"1232","see","seem",1
"1233","give","dam",1
"1234","like","outfit",1
"1235","enough","eat",1
"1236","eat","get",1
"1237","enough","wear",1
"1238","allow","wear",1
"1239","wear","poor",1
"1240","try","hold",1
"1241","armi","feel",1
"1242","get","get",1
"1243","break","wife",1
"1244","on","dam",1
"1245","sai","get",1
"1246","get","eat",1
"1247","eat","enough",1
"1248","get","wear",1
"1249","wear","wai",1
"1250","hold","soldier",1
"1251","good","think",1
"1252","get","babi",1
"1253","wife","see",1
"1254","babi","seem",1
"1255","seem","on",1
"1256","self","like",1
"1257","sai","enough",1
"1258","enough","get",1
"1259","wear","allow",1
"1260","allow","poor",1
"1261","seem","try",1
"1262","basic","train",1
"1263","mechan","school",1
"1264","civilian","life",1
"1265","man","armi",1
"1266","like","gun",1
"1267","whole","compani",1
"1268","school","train",1
