"","doc_id","term1","term2","cooc"
"544","28","ask","give",1
"545","28","give","honest",1
"546","28","honest","frank",1
"547","28","feel","confident",1
"548","28","like","army",1
"549","28","peace","soldier",1
"550","28","soldier","let",1
"551","28","hope","pray",1
"552","28","want","murder",1
"553","28","murder","kill",1
"554","28","try","win",1
"555","28","honest","opinion",1
"556","28","opinion","army",1
"557","28","army","war",1
"558","28","effect","negro",1
"559","28","confident","information",1
"560","28","information","give",1
"561","28","give","true",1
"562","28","time","let",1
"563","28","let","hope",1
"564","28","pray","best",1
"565","28","heart","murder",1
"566","28","ask","honest",1
"567","28","give","frank",1
"568","28","frank","army",1
"569","28","war","effect",1
"570","28","power","like",1
"571","28","army","peace",1
"572","28","peace","let",1
"573","28","think","man",1
"574","28","man","heart",1
"575","28","want","kill",1
"576","28","kill","task",1
"577","29","good","thing",1
"578","29","color","soldier",1
"579","29","young","fellow",1
"580","29","help","win",1
"581","29","think","army",1
"582","29","like","fight",1
"583","29","fight","kill",1
"584","29","living","army",1
"585","29","think","white",1
"586","29","white","color",1
"587","29","soldier","mix",1
"588","29","let","man",1
"589","29","army","get",1
"590","29","get","young",1
"591","29","fight","help",1
"592","29","win","war",1
"593","29","army","good",1
"594","29","army","right",1
"595","29","white","soldier",1
"596","29","color","mix",1
"597","29","think","let",1
"598","29","good","army",1
"599","29","get","fellow",1
"600","29","fellow","fight",1
"601","29","fight","win",1
"602","29","help","war",1
"603","29","army","thing",1
"604","29","like","kill",1
"605","29","kill","living",1
"606","29","think","color",1
"607","29","army","young",1
"608","29","young","fight",1
"609","30","white","drive",1
"610","30","drive","truck",1
"611","30","color","shovel",1
"612","30","shovel","coal",1
"613","30","motor","pool",1
"614","30","white","soldier",1
"615","30","let","white",1
"616","30","white","truck",1
"617","30","ser","unit",1
"618","30","make","color",1
"619","30","color","coal",1
"620","30","get","job",1
"621","30","let","drive",1
"622","30","truck","ser",1
"623","30","unit","colored",1
"624","30","colored","make",1
"625","30","make","shovel",1
"626","30","coal","time",1
"627","30","negro","get",1
"628","30","job","motor",1
"629","30","part","country",1
"630","30","feeling","better",1
"631","30","better","negro",1
"632","30","let","truck",1
"633","30","drive","ser",1
"634","30","make","coal",1
"635","30","shovel","time",1
"636","30","job","pool",1
"637","30","pool","white",1
"638","30","soldier","part",1
"639","31","think","questionnaire",2
"640","31","questionnaire","give",2
"641","31","chance","express",2
"642","31","express","lot",2
"643","31","lot","opinion",2
"644","31","like","express",2
"645","31","express","hope",2
"646","31","give","chance",2
"647","31","think","give",2
"648","31","chance","lot",2
"649","31","express","opinion",2
"650","31","opinion","like",2
"651","31","like","hope",2
"652","31","hope","help",2
"653","31","help","government",2
"654","31","government","think",1
"655","32","reason","man",1
"656","32","man","cooperate",1
"657","32","reason","cooperate",1
"658","33","fall","die",2
"659","33","die","democracy",2
"660","33","human","life",1
"661","33","hollow","victory",1
"662","33","white","solider",1
"663","33","solider","fall",1
"664","33","die","fighting",1
"665","33","negro","soldier",1
"666","33","soldier","fall",1
"667","33","victor","belong",1
"668","33","best","way",1
"669","33","white","race",1
"670","33","equal","rights",1
"671","33","defeat","enemy",1
"672","33","enemy","force",1
"673","33","life","hardship",1
"674","33","end","wars",1
"675","33","white","fall",1
"676","33","fighting","democracy",1
"677","33","negro","fall",1
"678","33","democracy","want",1
"679","33","want","enjoy",1
"680","33","belong","spoils",1
"681","33","street","make",1
"682","33","make","liive",1
"683","33","liive","best",1
"684","33","race","get",1
"685","33","uniform","use",1
"686","33","force","surrender",1
"687","33","cost","human",1
"688","33","human","hardship",1
"689","33","hardship","find",1
"690","33","find","hollow",1
"691","33","war","war",1
"692","33","war","end",1
"693","33","wars","victory",1
"694","33","victory","complete",1
"695","33","victory","win",1
"696","33","victor","spoils",1
"697","33","spoils","negro",1
"698","33","negro","push",1
"699","33","liive","way",1
"700","33","white","get",1
"701","33","get","benefit",1
"702","33","benefit","victory",1
"703","33","wear","uniform",1
"704","33","use","equipment",1
"705","33","equipment","whites",1
"706","33","defeat","force",1
"707","33","consider","cost",1
"708","33","cost","life",1
"709","33","find","victory",1
"710","33","victory","war",1
"711","33","solider","die",1
"712","33","fall","fighting",1
"713","33","enjoy","negro",1
"714","33","soldier","die",1
"715","33","democracy","enjoy",1
"716","33","push","street",1
"717","33","street","liive",1
"718","33","make","best",1
"719","33","race","wear",1
"720","33","whites","die",1
"721","34","build","nation",1
"722","34","nation","mush",1
"723","34","race","fight",1
"724","34","mush","race",1
"725","34","fight","war",1
"726","34","build","mush",1
"727","34","war","fight",1
"728","34","fight","true",1
"729","35","trust","way",1
"730","35","fight","pull",1
"731","35","rights","else",1
"732","35","fight","thing",1
"733","35","country","fight",1
"734","36","good","commanding",1
"735","36","commanding","officer",1
"736","36","civilian","life",1
"737","36","good","officer",1
"738","36","lutinent","swell",1
"739","36","officer","lutinent",1
"740","36","commanding","lutinent",1
"741","36","army","civilian",1
"742","37","excellent","idea",1
"743","37","test","excellent",1
"744","37","giving","test",1
"745","37","test","idea",1
"746","38","good","idea",1
"747","38","soldier","train",1
"748","38","train","send",1
"749","38","send","combat",1
"750","38","idea","soldier",1
"751","38","soldier","send",1
"752","38","outfit","job",1
"753","39","think","negro",2
"754","39","good","point",1
"755","39","better","chance",1
"756","39","double","victory",1
"757","39","able","lead",1
"758","39","lead","white",1
"759","39","white","color",1
"760","39","want","double",1
"761","39","bad","think",1
"762","39","chance","army",1
"763","39","army","think",1
"764","39","negro","able",1
"765","39","want","victory",1
"766","39","army","good",1
"767","39","point","bad",1
"768","39","negro","better",1
"769","39","better","army",1
"770","39","able","white",1
"771","39","lead","color",1
"772","40","die","country",2
"773","40","interesting","questionnaire",1
"774","40","service","club",1
"775","40","mind","die",1
"776","40","resent","defend",1
"777","40","daughter","bring",1
"778","40","like","say",1
"779","40","whites","negro",1
"780","40","negro","mix",1
"781","40","war","end",1
"782","40","wish","say",1
"783","40","ready","die",1
"784","40","say","whites",1
"785","40","country","folk",1
"786","40","reason","world",1
"787","40","country","world",1
"788","40","world","like",1
"789","40","whites","mix",1
"790","40","mix","service",1
"791","40","club","war",1
"792","40","mind","country",1
"793","40","world","resent",1
"794","40","defend","bastard",1
"795","40","country","think",1
"796","40","think","country",1
"797","40","like","daughter",1
"798","41","goot","idea",1
"799","41","idea","get",1
"800","41","goot","get",1
"801","41","get","oppion",1
"802","41","ready","arlet",1
"803","41","idea","oppion",1
"804","41","oppion","soldier",1
"805","41","leave","sea",1
"806","41","goot","oppion",1
"807","41","soldier","leave",1
"808","41","sea","ready",1
"809","41","arlet","gladde",1
"810","42","good","idea",1
"811","42","white","people",1
"812","42","people","fine",1
"813","42","better","place",1
"814","42","think","idea",1
"815","42","soldier","give",1
"816","42","give","opinion",1
"817","42","white","fine",1
"818","42","place","live",1
"819","42","service","try",1
"820","42","better","negro",1
"821","42","better","live",1
"822","42","idea","soldier",1
"823","42","soldier","opinion",1
"824","42","opinion","good",1
"825","42","idea","ask",1
"826","42","negro","world",1
"827","42","world","better",1
"828","43","treat","negro",2
"829","43","white","people",1
"830","43","people","treat",1
"831","43","treat","right",1
"832","43","stop","lichy",1
"833","43","white","treat",1
"834","43","right","stop",1
"835","43","win","war",1
"836","43","negro","human",1
"837","43","spirit","fight",1
"838","43","fight","time",1
"839","43","win","way",1
"840","43","think","war",1
"841","43","war","white",1
"842","43","people","negro",1
"843","43","negro","treat",1
"844","43","treat","stop",1
"845","43","right","lichy",1
"846","43","time","fight",1
"847","43","way","sure",1
"848","43","war","people",1
"849","43","white","negro",1
"850","43","negro","right",1
"851","43","treat","lichy",1
"852","43","lichy","win",1
"853","43","treat","human",1
"854","43","spirit","time",1
"855","45","frank","opinion",2
"856","45","soldier","fight",2
"857","45","fight","harder",2
"858","45","question","soldier",2
"859","45","consideration","give",2
"860","45","privileges","help",2
"861","45","help","make",2
"862","45","make","soldier",2
"863","45","soldier","harder",2
"864","45","obvious","know",2
"865","45","know","question",2
"866","45","take","consideration",2
"867","45","give","break",2
"868","45","break","privileges",2
"869","45","make","fight",2
"870","45","harder","thing",2
"871","45","fight","treat",2
"872","45","ask","frank",2
"873","45","opinion","take",2
"874","45","privileges","make",2
"875","45","help","soldier",2
"876","45","make","harder",2
"877","45","fight","thing",2
"878","45","question","colored",1
"879","45","colored","soldier",1
"880","45","question","color",1
"881","45","color","soldier",1
"882","45","thing","say",1
"883","45","express","opinion",1
"884","45","sentiment","carry",1
"885","45","thing","pay",1
"886","45","say","fight",1
"887","45","opinion","know",1
"888","45","know","sentiment",1
"889","45","man","outfit",1
"890","45","outfit","obvious",1
"891","45","pay","fight",1
"892","45","know","colored",1
"893","45","want","express",1
"894","45","know","color",1
"895","45","soldier","ask",1
"896","46","soldier","get",3
"897","46","colored","soldier",2
"898","46","white","soldier",2
"899","46","white","get",2
"900","46","equal","break",1
"901","46","get","equal",1
"902","46","break","white",1
"903","46","get","privileges",1
"904","46","get","break",1
"905","46","equal","white",1
"906","46","break","soldier",1
"907","46","get","white",1
"908","46","soldier","privileges",1
"909","46","privileges","colored",1
"910","46","colored","get",1
"911","46","equal","soldier",1
"912","46","break","get",1
"913","46","soldier","white",1
"914","46","get","soldier",1
"915","46","white","privileges",1
"916","46","privileges","soldier",1
"917","47","northern","officer",1
"918","47","take","order",1
"919","47","highest","ranking",1
"920","47","ranking","officer",1
"921","47","way","negro",1
"922","47","negro","treat",1
"923","47","north","northern",1
"924","47","power","white",1
"925","47","order","whites",1
"926","47","case","highest",1
"927","47","highest","officer",1
"928","47","give","life",1
"929","47","treat","section",1
"930","47","section","country",1
"931","47","better","north",1
"932","47","north","officer",1
"933","47","officer","power",1
"934","47","take","whites",1
"935","47","case","ranking",1
"936","47","life","country",1
"937","47","american","war",1
"938","47","way","treat",1
"939","47","case","officer",1
"940","47","officer","give",1
"941","47","insist","treat",1
"942","47","treat","american",1
"943","48","battery","commander",1
"944","48","strict","man",1
"945","48","care","much",1
"946","48","color","people",1
"947","48","give","rating",1
"948","48","certain","thing",1
"949","48","good","soldier",1
"950","48","u.s.","army",1
"951","48","much","color",1
"952","48","soldier","deserve",1
"953","48","deserve","rating",1
"954","48","kind","thank",1
"955","48","care","color",1
"956","48","much","people",1
"957","48","ability","certain",1
"958","48","good","deserve",1
"959","48","rating","kind",1
"960","48","thank","soldier",1
"961","48","soldier","u.s.",1
"962","48","commander","strict",1
"963","48","man","care",1
"964","48","care","people",1
"965","48","believe","ability",1
"966","48","ability","thing",1
"967","48","thing","good",1
"968","48","soldier","rating",1
"969","48","soldier","army",1
"970","50","begin","beat",2
"971","50","wear","state",1
"972","50","state","polex",1
"973","50","polex","button",1
"974","50","paper","today",1
"975","50","color","soldier",1
"976","50","cafe","passing",1
"977","50","passing","lick",1
"978","50","law","saw",1
"979","50","white","man",1
"980","50","truck","see",1
"981","50","iron","bar",1
"982","50","stand","watch",1
"983","50","blood","drop",1
"984","50","see","col",1
"985","50","give","equal",1
"986","50","wear","polex",1
"987","50","state","button",1
"988","50","law","miss",1
"989","50","read","article",1
"990","50","soldier","col",1
"991","50","col","woman",1
"992","50","cafe","lick",1
"993","50","lick","blow",1
"994","50","saw","come",1
"995","50","beat","col",1
"996","50","man","pass",1
"997","50","see","stop",1
"998","50","stop","come",1
"999","50","bar","begin",1
"1000","50","beat","soldier",1
"1001","50","law","stand",1
"1002","50","watch","soldier",1
"1003","50","soldier","blood",1
"1004","50","hope","live",1
"1005","50","live","see",1
"1006","50","col","people",1
"1007","50","people","give",1
"1008","50","think","rights",1
"1009","50","rights","negro",1
"1010","50","worse","war",1
"1011","50","war","miss",1
"1012","50","leader","wear",1
"1013","50","wear","button",1
"1014","50","button","law",1
"1015","50","article","paper",1
"1016","50","color","col",1
"1017","50","woman","cafe",1
"1018","50","passing","blow",1
"1019","50","blow","law",1
"1020","50","law","come",1
"1021","50","blackjack","white",1
"1022","50","white","pass",1
"1023","50","pass","truck",1
"1024","50","truck","stop",1
"1025","50","iron","begin",1
"1026","50","bar","beat",1
"1027","50","begin","soldier",1
"1028","50","soldier","law",1
"1029","50","law","watch",1
"1030","50","stand","soldier",1
"1031","50","soldier","drop",1
"1032","50","drop","street",1
"1033","50","sir","hope",1
"1034","50","live","col",1
"1035","50","see","people",1
"1036","50","people","equal",1
"1037","50","equal","u.s.",1
"1038","50","miss","lyncher",1
"1039","50","lyncher","leader",1
"1040","50","leader","state",1
"1041","50","polex","law",1
"1042","50","lyncher","read",1
"1043","50","article","today",1
"1044","50","soldier","woman",1
"1045","50","woman","passing",1
"1046","50","cafe","blow",1
"1047","50","blow","saw",1
"1048","50","come","begin",1
"1049","50","begin","col",1
"1050","50","head","blackjack",1
"1051","50","blackjack","man",1
"1052","50","pass","see",1
"1053","50","see","come",1
"1054","50","come","iron",1
"1055","50","iron","beat",1
"1056","50","watch","blood",1
"1057","50","blood","street",1
"1058","50","street","attemp",1
"1059","50","hope","see",1
"1060","50","col","give",1
"1061","50","give","u.s.",1
"1062","51","get","white",1
"1063","51","hard","get",1
"1064","51","white","negro",1
"1065","51","negro","stay",1
"1066","51","hard","white",1
"1067","51","get","negro",1
"1068","51","stay","fight",1
"1069","51","white","stay",1
"1070","52","difference","camp",1
"1071","52","right","negro",1
"1072","52","equal","chance",1
"1073","52","chance","speak",1
"1074","52","think","right",1
"1075","52","south","prison",1
"1076","52","treat","betters",1
"1077","52","hope","see",1
"1078","52","see","day",1
"1079","52","speak","think",1
"1080","52","think","negro",1
"1081","52","negro","south",1
"1082","52","line","treat",1
"1083","52","right","south",1
"1084","52","prison","line",1
"1085","52","betters","hope",1
"1086","52","hope","day",1
"1087","53","negro","lieutenant",1
"1088","53","treat","better",1
"1089","53","lieutenant","believe",1
"1090","53","like","negro",1
"1091","53","negro","believe",1
"1092","53","believe","treat",1
"1093","53","like","lieutenant",1
"1094","53","believe","better",1
"1095","54","main","thing",1
"1096","54","jim","crow",1
"1097","54","good","negro",1
"1098","54","negro","soldier",1
"1099","54","white","house",1
"1100","54","best","fighting",1
"1101","54","fighting","soldier",1
"1102","54","g.i.","shoe",1
"1103","54","make","clear",1
"1104","54","try","say",1
"1105","54","good","soldier",1
