"","doc_id","lemma"
"1005","15","department"
"1006","15","know"
"1009","15","negro"
"1010","15","think"
"1013","15","war"
"1016","16","infantry"
"1019","16","right"
"1024","16","much"
"1025","16","walk"
"1030","17","much"
"1031","17","jim"
"1032","17","crowism"
"1035","17","army"
"1038","17","negro"
"1041","17","give"
"1043","17","fair"
"1044","17","chance"
"1047","17","branch"
"1050","17","service"
"1053","17","camp"
"1058","17","proper"
"1059","17","vocation"
"1061","17","negro"
"1064","17","white"
"1065","17","officer"
"1068","17","hand"
"1072","17","white"
"1075","17","use"
"1076","17","worse"
"1077","17","language"
"1079","17","negro"
"1081","17","say"
"1085","17","see"
"1088","17","negro"
"1090","17","fight"
"1097","17","better"
"1100","17","war"
"1105","17","think"
"1106","17","man"
"1111","17","make"
"1112","17","good"
"1113","17","soldier"
"1118","17","take"
"1120","17","hand"
"1121","17","treatment"
"1123","17","younger"
"1131","17","service"
"1134","17","homefront"
"1140","17","t't"
"1143","17","much"
"1144","17","red"
"1145","17","tape"
"1148","17","discharge"
"1155","17","stand"
"1159","17","bitter"
"1160","17","worker"
"1162","17","man"
"1166","17","younger"
"1170","18","idea"
"1173","18","thank"
"1179","18","come"
"1181","18","gather"
"1188","18","rule"
"1190","18","regulation"
"1192","18","white"
"1193","18","man"
"1199","18","human"
"1207","18","live"
"1210","18","dose"
"1217","18","colored"
"1218","18","race"
"1221","18","law"
"1222","18","better"
"1225","18","dose"
"1230","18","like"
"1233","18","colored"
"1234","18","race"
"1237","18","take"
"1239","18","mother"
"1242","18","hang"
"1246","18","tree"
"1248","18","beet"
"1251","18","death"
"1255","18","wife"
"1256","18","sister"
"1257","18","brother"
"1259","18","farther"
"1261","19","personal"
"1262","19","comment"
"1265","19","questionnaire"
"1271","19","like"
"1273","19","see"
"1275","19","enter"
"1276","19","mixing"
"1280","19","find"
"1281","19","soldier"
"1286","19","grateful"
"1292","20","health"
"1294","20","believe"
"1300","20","help"
"1303","20","army"
"1304","20","work"
"1306","20","home"
"1309","21","thing"
"1311","21","disprove"
"1315","21","army"
"1319","21","fault"
"1326","21","day"
"1330","21","think"
"1335","21","work"
"1343","21","seem"
"1349","22","negro"
"1350","22","soldier"
"1353","22","like"
"1355","22","much"
"1357","22","get"
"1361","22","phiscal"
"1362","22","condition"
"1365","22","premit"
"1371","22","little"
"1372","22","medical"
"1373","22","attention"
"1377","22","outfit"
"1379","22","able"
"1381","22","get"
"1386","22","present"
"1387","22","condition"
"1391","22","outfit"
"1394","22","position"
"1397","22","branch"
"1400","22","armed"
"1401","22","force"
"1407","23","pain"
"1414","23","army"
"1417","23","suffer"
"1420","23","leg"
"1428","24","short"
"1429","24","one"
"1436","24","expose"
"1439","24","hard"
"1440","24","punishment"
"1443","24","body"
"1447","24","mind"
"1455","24","good"
"1456","24","health"
"1461","24","like"
"1469","24","carry"
"1472","24","married"
"1473","24","life"
"1476","24","carry"
"1486","24","mind"
"1487","24","fight"
"1492","24","look"
"1496","24","try"
"1498","24","make"
"1500","24","forget"
"1502","24","home"
"1505","24","impossible"
"1510","24","life"
"1515","24","job"
"1519","24","make"
"1521","24","swell"
"1522","24","life"
"1527","25","consider"
"1529","25","questionnaire"
"1531","25","best"
"1532","25","thing"
"1536","25","happen"
"1541","25","opinion"
"1543","25","negro"
"1544","25","soldier"
"1547","25","give"
"1549","25","consideration"
"1553","25","possible"
"1555","25","consider"
"1557","25","questionnaire"
"1559","25","best"
"1560","25","thing"
"1564","25","happen"
"1569","25","opinion"
"1571","25","negro"
"1572","25","soldier"
"1575","25","give"
"1577","25","consideration"
"1581","25","possible"
"1583","26","questionnaire"
"1586","26","right"
"1589","26","like"
"1591","26","question"
"1599","26","question"
"1601","26","o.k."
"1610","26","make"
"1616","27","army"
"1620","27","nise"
"1621","27","place"
"1625","27","fun"
"1630","27","win"
"1632","27","war"
"1636","27","help"
"1640","27","live"
"1643","27","civilian"
"1644","27","life"
"1651","27","make"
"1653","27","walk"
"1654","27","pride"
"1657","27","body"
"1661","27","home"
"1663","27","body"
"1664","27","help"
"1666","27","soldier"
"1671","28","ask"
"1673","28","give"
"1675","28","honest"
"1677","28","frank"
"1678","28","opinion"
"1681","28","army"
"1684","28","war"
"1688","28","effect"
"1691","28","negro"
"1699","28","feel"
"1701","28","confident"
"1704","28","information"
"1707","28","give"
"1710","28","true"
"1720","28","mighty"
"1721","28","power"
"1725","28","like"
"1727","28","army"
"1731","28","peace"
"1732","28","time"
"1733","28","soldier"
"1735","28","let"
"1738","28","hope"
"1740","28","pray"
"1743","28","best"
"1748","28","think"
"1752","28","man"
"1756","28","heart"
"1757","28","want"
"1759","28","murder"
"1761","28","kill"
"1765","28","task"
"1776","28","try"
"1778","28","win"
"1780","29","think"
"1782","29","army"
"1785","29","good"
"1786","29","thing"
"1791","29","like"
"1798","29","like"
"1800","29","fight"
"1802","29","kill"
"1806","29","living"
"1808","29","army"
"1811","29","right"
"1821","29","think"
"1823","29","white"
"1825","29","color"
"1826","29","soldier"
"1828","29","mix"
"1833","29","see"
"1841","29","think"
"1844","29","let"
"1846","29","man"
"1851","29","good"
"1854","29","army"
"1856","29","get"
"1858","29","young"
"1859","29","fellow"
"1862","29","fight"
"1864","29","help"
"1865","29","win"
"1867","29","war"
"1871","30","let"
"1873","30","white"
"1874","30","drive"
"1875","30","truck"
"1878","30","ser"
"1880","30","unit"
"1883","30","colored"
"1886","30","make"
"1888","30","color"
"1889","30","shovel"
"1890","30","coal"
"1893","30","time"
"1899","30","negro"
"1902","30","get"
"1904","30","job"
"1907","30","motor"
"1908","30","pool"
"1912","30","white"
"1913","30","soldier"
"1917","30","part"
"1920","30","country"
"1925","30","feeling"
"1928","30","better"
"1931","30","negro"
"1934","31","think"
"1936","31","questionnaire"
"1938","31","give"
"1941","31","chance"
"1943","31","express"
"1945","31","lot"
"1947","31","opinion"
"1951","31","like"
"1953","31","express"
"1955","31","hope"
"1959","31","help"
"1963","31","government"
"1966","31","think"
"1968","31","questionnaire"
"1970","31","give"
"1973","31","chance"
"1975","31","express"
"1977","31","lot"
"1979","31","opinion"
"1983","31","like"
"1985","31","express"
"1987","31","hope"
"1991","31","help"
"1995","31","government"
"1999","32","reason"
"2000","32","man"
"2003","32","cooperate"
"2008","32","dissatistfy"
"2015","33","commission"
"2026","33","commission"
"2036","33","defeat"
"2038","33","enemy"
"2040","33","force"
"2043","33","surrender"
"2048","33","consider"
"2052","33","cost"
"2055","33","human"
"2056","33","life"
"2058","33","hardship"
"2061","33","find"
"2064","33","hollow"
"2065","33","victory"
"2069","33","war"
"2072","33","war"
"2075","33","end"
"2077","33","wars"
"2080","33","victory"
"2083","33","complete"
"2088","33","white"
"2089","33","solider"
"2090","33","fall"
"2093","33","die"
"2094","33","fighting"
"2096","33","democracy"
"2101","33","enjoy"
"2105","33","negro"
"2106","33","soldier"
"2107","33","fall"
"2110","33","die"
"2113","33","democracy"
"2115","33","want"
"2117","33","enjoy"
"2122","33","victory"
"2125","33","win"
"2130","33","win"
"2140","33","use"
"2146","33","victor"
"2147","33","belong"
"2149","33","spoils"
"2152","33","negro"
"2155","33","push"
"2159","33","street"
"2161","33","make"
"2163","33","liive"
"2165","33","best"
"2166","33","way"
"2171","33","white"
"2172","33","race"
"2174","33","get"
"2177","33","benefit"
"2180","33","victory"
"2185","33","race"
"2189","33","wear"
"2192","33","uniform"
"2194","33","use"
"2197","33","equipment"
"2200","33","whites"
"2204","33","die"
"2218","33","equal"
"2219","33","rights"
"2224","34","build"
"2226","34","nation"
"2228","34","mush"
"2231","34","race"
"2233","34","fight"
"2236","34","war"
"2240","34","fight"
"2244","34","true"
"2250","35","fight"
"2254","35","thing"
"2259","35","trust"
"2261","35","way"
"2266","35","rights"
"2269","35","else"
"2275","35","country"
"2279","35","fight"
"2281","35","pull"
"2287","36","good"
"2288","36","commanding"
"2289","36","officer"
"2292","36","lutinent"
"2294","36","swell"
"2302","36","army"
"2306","36","civilian"
"2307","36","life"
"2310","37","giving"
"2314","37","test"
"2317","37","excellent"
"2318","37","idea"
"2324","38","good"
"2325","38","idea"
"2329","38","soldier"
"2331","38","train"
"2333","38","send"
"2336","38","combat"
"2343","38","outfit"
"2347","38","job"
"2350","39","army"
"2354","39","good"
"2355","39","point"
"2359","39","bad"
"2362","39","think"
"2364","39","negro"
"2368","39","better"
"2369","39","chance"
"2372","39","army"
"2375","39","think"
"2377","39","negro"
"2380","39","able"
"2382","39","lead"
"2384","39","white"
"2386","39","color"
"2391","39","want"
"2393","39","double"
"2394","39","victory"
"2398","40","interesting"
"2399","40","questionnaire"
"2404","40","like"
"2406","40","say"
"2409","40","whites"
"2411","40","negro"
"2413","40","mix"
"2417","40","service"
"2418","40","club"
"2422","40","war"
"2424","40","end"
"2429","40","acquainted"
"2435","40","wish"
"2437","40","say"
"2442","40","mind"
"2443","40","die"
"2446","40","country"
"2449","40","folk"
"2456","40","reason"
"2459","40","world"
"2463","40","resent"
"2464","40","defend"
"2468","40","bastard"
"2476","40","ready"
"2478","40","die"
"2481","40","country"
"2485","40","think"
"2489","40","country"
"2492","40","world"
"2495","40","like"
"2499","40","daughter"
"2500","40","bring"
"2508","41","think"
"2513","41","goot"
"2514","41","idea"
"2515","41","get"
"2517","41","oppion"
"2520","41","soldier"
"2524","41","leave"
"2527","41","sea"
"2531","41","ready"
"2533","41","arlet"
"2537","41","gladde"
"2539","42","think"
"2541","42","idea"
"2545","42","soldier"
"2547","42","give"
"2549","42","opinion"
"2553","42","good"
"2554","42","idea"
"2558","42","ask"
"2564","42","service"
"2567","42","try"
"2574","42","feel"
"2584","42","white"
"2585","42","people"
"2586","42","fine"
"2592","42","better"
"2595","42","negro"
"2599","42","world"
"2603","42","better"
"2604","42","place"
"2606","42","live"
"2611","43","think"
"2614","43","war"
"2617","43","white"
"2618","43","people"
"2619","43","treat"
"2621","43","negro"
"2624","43","treat"
"2625","43","right"
"2627","43","stop"
"2628","43","lichy"
"2632","43","win"
"2634","43","war"
"2640","43","treat"
"2642","43","negro"
"2644","43","human"
"2650","43","spirit"
"2652","43","fight"
"2654","43","time"
"2657","43","fight"
"2664","43","win"
"2666","43","way"
"2669","43","sure"
"2673","44","say"
"2676","45","obvious"
"2679","45","know"
"2682","45","question"
"2683","45","colored"
"2684","45","soldier"
"2689","45","ask"
"2693","45","frank"
"2694","45","opinion"
"2698","45","take"
"2701","45","consideration"
"2703","45","give"
"2706","45","break"
"2709","45","privileges"
"2711","45","help"
"2713","45","make"
"2715","45","soldier"
"2716","45","fight"
"2717","45","harder"
"2720","45","thing"
"2722","45","say"
"2725","45","fight"
"2729","45","treat"
"2736","45","want"
"2740","45","express"
"2742","45","opinion"
"2745","45","know"
"2748","45","sentiment"
"2750","45","carry"
"2755","45","man"
"2758","45","outfit"
"2761","45","obvious"
"2764","45","know"
"2767","45","question"
"2768","45","color"
"2769","45","soldier"
"2773","45","ask"
"2777","45","frank"
"2778","45","opinion"
"2782","45","take"
"2785","45","consideration"
"2787","45","give"
"2790","45","break"
"2793","45","privileges"
"2795","45","help"
"2797","45","make"
"2799","45","soldier"
"2800","45","fight"
"2801","45","harder"
"2804","45","thing"
"2806","45","pay"
"2809","45","fight"
"2812","45","treat"
"2819","45","want"
"2822","46","colored"
"2823","46","soldier"
"2826","46","get"
"2828","46","equal"
"2829","46","break"
"2831","46","white"
"2832","46","soldier"
"2833","46","get"
"2836","46","white"
"2837","46","soldier"
"2838","46","get"
"2840","46","privileges"
"2843","46","colored"
"2844","46","soldier"
"2847","47","way"
"2849","47","negro"
"2851","47","treat"
"2854","47","section"
"2857","47","country"
"2862","47","better"
"2865","47","north"
"2867","47","northern"
"2868","47","officer"
"2875","47","officer"
"2878","47","power"
"2880","47","white"
"2885","47","take"
"2886","47","order"
"2888","47","whites"
"2893","47","case"
"2895","47","highest"
"2896","47","ranking"
"2897","47","officer"
"2901","47","give"
"2903","47","life"
"2906","47","country"
"2911","47","insist"
"2915","47","treat"
"2919","47","american"
"2922","47","war"
"2925","48","battery"
"2926","48","commander"
"2930","48","strict"
"2931","48","man"
"2935","48","care"
"2936","48","much"
"2938","48","color"
"2939","48","people"
"2945","48","give"
"2946","48","rating"
"2952","48","believe"
"2956","48","ability"
"2959","48","certain"
"2960","48","thing"
"2964","48","good"
"2965","48","soldier"
"2967","48","deserve"
"2969","48","rating"
"2972","48","kind"
"2974","48","thank"
"2977","48","soldier"
"2980","48","u.s."
"2981","48","army"
"2982","49","thank"
"2989","50","think"
"2992","50","rights"
"2995","50","negro"
"3002","50","worse"
"3005","50","war"
"3008","50","miss"
"3012","50","lyncher"
"3016","50","leader"
"3019","50","wear"
"3020","50","state"
"3021","50","polex"
"3022","50","button"
"3025","50","law"
"3027","50","miss"
"3033","50","lyncher"
"3037","50","read"
"3039","50","article"
"3042","50","paper"
"3043","50","today"
"3048","50","color"
"3049","50","soldier"
"3051","50","col"
"3053","50","woman"
"3056","50","cafe"
"3057","50","passing"
"3058","50","lick"
"3060","50","blow"
"3063","50","law"
"3064","50","saw"
"3066","50","come"
"3070","50","begin"
"3072","50","beat"
"3074","50","col"
"3079","50","head"
"3083","50","blackjack"
"3086","50","white"
"3087","50","man"
"3089","50","pass"
"3092","50","truck"
"3093","50","see"
"3095","50","stop"
"3097","50","come"
"3101","50","iron"
"3102","50","bar"
"3104","50","begin"
"3105","50","beat"
"3107","50","soldier"
"3110","50","law"
"3112","50","stand"
"3113","50","watch"
"3115","50","soldier"
"3117","50","blood"
"3118","50","drop"
"3121","50","street"
"3125","50","attemp"
"3130","50","sir"
"3133","50","hope"
"3135","50","live"
"3137","50","see"
"3138","50","col"
"3140","50","people"
"3142","50","give"
"3143","50","equal"
"3146","50","u.s."
"3150","51","hard"
"3152","51","get"
"3153","51","white"
"3155","51","negro"
"3157","51","stay"
"3160","51","fight"
"3166","52","difference"
"3167","52","camp"
"3174","52","chance"
"3186","52","chance"
"3188","52","speak"
"3191","52","think"
"3193","52","right"
"3194","52","negro"
"3197","52","south"
"3199","52","prison"
"3203","52","line"
"3206","52","treat"
"3208","52","betters"
"3212","52","hope"
"3214","52","see"
"3216","52","day"
"3222","52","equal"
"3223","52","chance"
"3227","53","like"
"3230","53","negro"
"3231","53","lieutenant"
"3233","53","believe"
"3236","53","treat"
"3237","53","better"
"3241","54","know"
"3244","54","make"
"3246","54","clear"
"3251","54","main"
"3252","54","thing"
"3255","54","try"
"3257","54","say"
"3265","54","jim"
"3266","54","crow"
"3278","54","good"
"3279","54","negro"
"3280","54","soldier"
"3285","54","throw"
"3291","54","people"
"3294","54","white"
"3295","54","house"
"3301","54","want"
"3310","54","best"
"3311","54","fighting"
"3312","54","soldier"
"3314","54","stand"
"3318","54","pair"
"3320","54","g.i."
"3321","54","shoe"
"3328","54","believe"
"3331","54","give"
"3334","54","chance"
"3336","54","see"
"3340","55","know"
"3342","55","comment"
"3346","55","say"
"3349","56","thing"
"3352","56","wait"
"3355","56","duration"
"3358","56","month"
"3361","56","survey"
"3364","56","good"
"3365","56","thing"
"3369","56","usual"
"3371","56","thing"
"3372","56","concern"
"3374","56","negro"
"3377","56","look"
"3385","56","seem"
"3388","56","waste"
"3390","56","time"
"3393","56","thing"
"3395","56","say"
"3398","56","opinion"
"3403","56","come"
"3404","56","true"
"3407","56","like"
"3409","56","army"
"3417","57","say"
"3419","58","part"
"3426","58","difference"
"3429","58","man"
"3431","58","arrange"
"3432","58","white"
"3434","58","color"
"3438","58","fight"
"3443","58","necessary"
"3447","58","fight"
"3452","58","prejudice"
"3455","58","side"
"3462","59","trouble"
"3465","59","body"
"3468","59","seem"
"3471","59","willin"
"3475","59","lever"
"3479","59","lever"
"3483","60","battery"
"3484","60","commander"
"3487","60","like"
"3488","60","color"
"3489","60","soldier"
"3494","60","south"
"3497","60","southern"
"3498","60","way"
"3502","60","like"
"3504","60","see"
"3508","60","recreation"
"3512","60","believe"
"3514","60","color"
"3515","60","officer"
"3520","60","feel"
"3523","60","lie"
"3526","60","chance"
"3528","60","live"
"3530","60","let"
"3531","60","live"
"3532","60","speak"
"3535","60","whole"
"3539","60","think"
"3540","60","much"
"3543","60","battery"
"3544","60","commander"
"3547","60","like"
"3549","60","colored"
"3550","60","superior"
"3551","60","officer"
"3555","60","white"
"3556","60","man"
"3559","60","give"
"3561","60","life"
"3564","60","commander"
"3566","60","chief"
"3568","60","day"
"3571","60","support"
"3574","60","family"
"3578","61","question"
"3581","61","questionnaire"
"3591","61","question"
"3593","61","kind"
"3595","61","unfair"
"3597","61","hard"
"3599","61","answer"
"3603","62","thoughtful"
"3604","62","questionnary"
"3605","62","hope"
"3607","62","thought"
"3609","62","help"
"3610","62","win"
"3612","62","war"
"3618","62","help"
"3619","62","solve"
"3621","62","racial"
"3622","62","problem"
"3625","62","thanks"
"3630","63","colored"
"3631","63","people"
"3632","63","get"
"3634","63","fight"
"3639","63","flag"
"3642","63","belong"
"3645","63","white"
"3646","63","people"
"3650","63","color"
"3651","63","people"
"3652","63","get"
"3654","63","come"
"3657","63","white"
"3658","63","people"
"3662","63","say"
"3676","63","example"
"3678","63","lynching"
"3683","64","think"
"3684","64","white"
"3686","64","color"
"3687","64","soldier"
"3692","64","p.x"
"3697","64","way"
"3703","64","misunderstanding"
"3707","64","white"
"3708","64","soldier"
"3711","64","south"
"3712","64","see"
"3714","64","call"
"3718","64","lady"
"3721","64","want"
"3723","64","fight"
"3726","65","notice"
"3729","65","questionnaire"
"3733","65","oppose"
"3735","65","segregation"
"3740","65","care"
"3742","65","associate"
"3744","65","whites"
"3748","65","give"
"3750","65","mass"
"3753","65","group"
"3755","65","chance"
"3757","65","mingle"
"3764","65","learn"
"3768","65","good"
"3770","65","bad"
"3773","65","group"
"3778","65","give"
"3781","65","opportunity"
"3782","65","negro"
"3785","65","capable"
"3787","65","white"
"3795","65","officr"
"3796","65","seem"
"3798","65","feel"
"3800","65","negro"
"3804","65","ability"
"3807","65","stamina"
"3808","65","necessary"
"3810","65","become"
"3811","65","officer"
"3816","65","many"
"3817","65","instance"
"3820","65","officer"
"3822","65","prove"
"3824","65","merit"
"3827","65","feel"
"3831","65","negro"
"3834","65","value"
"3836","65","life"
"3841","65","white"
"3845","65","take"
"3848","65","chance"
"3850","65","battle"
"3854","65","allow"
"3857","65","rights"
"3859","65","privileges"
"3861","65","opportunity"
"3864","65","give"
"3865","65","white"
"3866","65","soldier"
"3870","65","negro"
"3871","65","civilian"
"3875","65","opportunity"
"3877","65","white"
"3878","65","civilian"
"3881","66","hope"
"3885","66","question"
"3889","66","come"
"3898","67","thank"
"3900","67","wore"
"3901","67","whil"
"3905","67","year"
"3908","67","year"
"3913","67","diving"
"3922","68","think"
"3925","68","job"
"3931","68","benefit"
"3934","68","army"
"3938","69","think"
"3940","69","questionnaire"
"3943","69","unfair"
"3946","69","question"
"3950","69","ask"
"3954","69","old"
"3955","69","condition"
"3958","69","confront"
"3960","69","negro"
"3963","69","common"
"3964","69","knowledge"
"3967","69","result"
"3973","69","know"
"3975","69","nil"
"3981","69","condition"
"3982","69","state"
"3991","69","solve"
"3993","69","introduce"
"3996","69","inforce"
"4000","69","condition"
"4004","69","negro"
"4005","69","soldier"
"4007","69","labore"
"4010","69","corroborate"
"4012","69","fact"
"4020","69","share"
"4023","69","make"
"4025","69","stand"
"4029","69","superhuman"
"4031","69","funny"
"4034","69","potential"
"4035","69","strength"
"4038","69","nation"
"4040","69","exceed"
"4045","69","margin"
"4050","69","house"
"4051","69","divide"
"4054","69","stand"
"4058","69","stand"
"4061","69","dare"
"4062","69","say"
"4064","69","economic"
"4066","69","political"
"4068","69","social"
"4069","69","status"
"4072","69","nation"
"4076","69","affect"
"4079","69","recognition"
"4084","69","fear"
"4089","69","see"
"4091","69","give"
"4093","69","opportunity"
"4095","69","rightful"
"4096","69","deserve"
"4099","69","make"
"4102","69","strongest"
"4103","69","nation"
"4106","69","world"
"4108","69","serve"
"4111","69","true"
"4113","69","light"
"4115","69","democracy"
"4118","69","mind"
"4121","69","best"
"4122","69","form"
"4124","69","government"
"4127","69","know"
"4129","69","date"
"4135","69","true"
"4136","69","democracy"
"4139","69","race"
"4141","69","color"
"4143","69","creed"
"4147","70","soldier"
"4150","70","u.s."
"4151","70","army"
"4154","70","outfit"
"4156","70","statione"
"4158","70","camp"
"4159","70","atterbury"
"4161","70","indiana"
"4166","70","notice"
"4169","70","negro"
"4170","70","soldier"
"4174","70","city"
"4181","70","segregate"
"4186","70","allow"
"4189","70","call"
"4191","70","theater"
"4194","70","public"
"4195","70","restaurant"
"4199","70","enjoyment"
"4205","70","isolate"
"4209","70","color"
"4210","70","section"
"4215","70","fight"
"4219","70","cause"
"4223","70","enjoy"
"4226","70","privileges"
"4228","70","country"
"4229","70","affords"
"4245","70","situation"
"4249","70","likely"
"4254","70","negro"
"4256","70","whites"
"4258","70","get"
"4264","70","lynching"
"4270","70","lynch"
"4271","70","soldier"
"4276","70","expect"
"4279","70","fight"
"4281","70","die"
"4289","70","lynch"
"4291","70","let"
"4296","70","democratic"
"4300","71","war"
"4301","71","hope"
"4303","71","get"
"4304","71","better"
"4305","71","treatment"
"4312","71","negro"
"4313","71","soldier"
"4314","71","come"
"4316","71","get"
"4317","71","good"
"4318","71","job"
"4325","71","right"
"4326","71","live"
"4329","71","get"
"4332","72","realize"
"4334","72","questionnaire"
"4337","72","get"
"4339","72","reaction"
"4342","72","negro"
"4343","72","soldier"
"4346","72","government"
"4349","72","civilian"
"4354","72","feel"
"4357","72","country"
"4364","72","say"
"4368","72","negro"
"4373","72","soldier"
"4378","72","civilian"
"4380","72","give"
"4383","72","near"
"4384","72","break"
"4389","72","asset"
"4392","72","country"
"4396","72","word"
"4397","72","treat"
"4401","72","part"
"4404","72","country"
"4406","72","job"
"4408","72","position"
"4413","72","white"
"4414","72","race"
"4420","72","credit"
"4423","72","white"
"4424","72","race"
"4428","73","answer"
"4430","73","question"
"4433","73","best"
"4436","73","knowledge"
"4442","73","comment"
"4447","74","negro"
"4448","74","office"
"4454","74","office"
"4457","74","company"
"4459","74","understand"
"4460","74","man"
"4466","74","old"
"4467","74","office"
"4470","74","company"
"4473","74","camp"
"4479","74","negro"
"4480","74","soldier"
"4486","74","better"
"4487","74","bus"
"4488","74","service"
"4494","74","like"
