"","doc_id","lemma"
"533","25","train"
"535","25","long"
"536","25","time"
"543","25","seem"
"545","25","shake"
"550","25","seem"
"552","25","follow"
"556","25","let"
"558","25","get"
"562","25","war"
"566","25","try"
"568","25","forget"
"570","25","past"
"572","25","let"
"574","25","get"
"580","26","know"
"583","26","put"
"584","26","color"
"585","26","people"
"588","26","questionnaire"
"591","26","figure"
"596","26","white"
"600","28","whole"
"601","28","army"
"602","28","work"
"607","28","political"
"608","28","machine"
"617","28","influence"
"620","28","best"
"621","28","job"
"625","28","without"
"627","28","give"
"630","28","dirty"
"631","28","work"
"638","28","officr"
"640","28","seem"
"642","28","forget"
"646","28","enlist"
"647","28","man"
"650","28","wrong"
"655","28","punish"
"658","28","little"
"659","28","harsher"
"666","28","open"
"667","28","mind"
"677","28","camp"
"679","28","pass"
"680","28","situation"
"682","28","terrible"
"687","28","get"
"689","28","week"
"691","28","end"
"692","28","pass"
"695","28","week"
"700","28","struggle"
"702","28","get"
"711","30","write"
"715","30","w.d"
"718","30","give"
"722","30","kind"
"724","30","unlist"
"725","30","man"
"729","30","speak"
"733","30","think"
"739","30","afraid"
"744","30","guard"
"745","30","house"
"747","30","extra"
"748","30","duty"
"751","30","kind"
"759","30","chemist"
"764","30","sure"
"771","30","field"
"774","30","outside"
"782","30","try"
"784","30","get"
"788","30","feel"
"796","30","laboratory"
"800","30","army"
"803","30","mail"
"810","31","good"
"811","31","questionnaire"
"815","31","answer"
"817","31","truthful"
"820","31","thing"
"821","31","wrong"
"825","31","cover"
"833","31","question"
"838","31","know"
"840","31","thought"
"843","31","races"
"852","31","question"
"854","31","answer"
"860","31","excellent"
"861","31","examation"
"863","32","white"
"865","32","negro"
"866","32","soldier"
"869","32","live"
"874","33","question"
"875","33","concern"
"876","33","officer"
"880","33","contact"
"884","33","officer"
"886","33","company"
"887","33","grade"
"891","33","find"
"892","33","several"
"895","33","consider"
"898","33","lack"
"900","33","leadership"
"902","33","green"
"904","33","untrained"
"909","33","incapable"
"915","34","camp"
"916","34","pickett"
"920","34","month"
"924","34","month"
"928","34","waste"
"939","34","see"
"941","34","sense"
"948","34","eat"
"950","34","sleep"
"952","34","make"
"953","34","job"
"956","34","last"
"957","34","time"
"962","34","help"
"964","34","war"
"965","34","effort"
"968","34","month"
"972","34","carry"
"973","34","motor"
"974","34","part"
"977","34","packer"
"980","34","holabird"
"981","34","motor"
"982","34","base"
"988","36","line"
"990","36","front"
"991","36","page"
"994","36","put"
"995","36","name"
"996","36","m.a.s.n"
"1001","36","spell"
"1006","36","want"
"1008","36","find"
"1012","36","man"
"1014","36","think"
"1020","36","check"
"1023","36","question"
"1025","37","question"
"1028","37","management"
"1031","37","company"
"1035","37","include"
"1041","37","command"
"1044","37","influence"
"1047","37","first"
"1048","37","sergeant"
"1052","37","c.o"
"1056","37","man"
"1058","37","rank"
"1059","37","think"
"1061","37","supervisor"
"1063","37","qualified"
"1066","37","job"
"1068","37","hold"
"1072","37","non-com"
"1073","37","know"
"1075","37","fair"
"1077","37","play"
"1079","37","decency"
"1084","37","leader"
"1089","37","choose"
"1092","37","much"
"1093","37","respect"
"1096","37","average"
"1097","37","soldier"
"1101","37","non-com"
"1105","37","first"
"1106","37","sergeant"
"1108","37","threaten"
"1110","37","man"
"1116","37","etolerat"
"1117","37","religion"
"1122","37","redicule"
"1123","37","church"
"1124","37","goer"
"1130","37","company"
"1131","37","commander"
"1135","37","punishment"
"1139","39","think"
"1143","39","good"
"1144","39","idea"
"1146","39","show"
"1148","39","opinion"
"1152","39","soldier"
"1160","41","waste"
"1163","42","soldier"
"1165","42","judge"
"1168","42","way"
"1170","42","shine"
"1172","42","shoe"
"1175","42","enough"
"1176","42","stress"
"1179","42","actual"
"1180","42","ability"
"1183","42","advanced"
"1185","42","non"
"1186","42","com"
"1188","42","comm"
"1190","42","officer"
"1192","43","soldier"
"1196","43","see"
"1200","43","willing"
"1204","43","part"
"1207","43","think"
"1209","43","folk"
"1211","43","home"
"1218","43","eye"
"1220","43","turn"
"1222","43","washington"
"1225","43","one"
"1226","43","make"
"1227","43","mistake"
"1229","43","time"
"1237","43","benefit"
"1242","43","punish"
"1245","43","let"
"1248","43","pull"
"1251","43","cut"
"1254","43","nonsense"
"1262","43","know"
"1266","44","ask"
"1268","44","non-com"
"1271","44","say"
"1274","44","man"
"1280","44","non-comm"
"1285","44","take"
"1287","44","test"
"1289","44","see"
"1293","44","qualify"
"1296","44","position"
"1300","44","non-com"
"1301","44","today"
"1303","44","pick"
"1307","44","friend"
"1309","44","1st"
"1310","44","sarg"
"1316","44","non-comm"
"1321","44","formulate"
"1323","44","answer"
"1326","44","army"
"1331","44","say"
"1339","44","say"
"1342","44","army"
"1345","44","ask"
"1348","44","poll"
"1350","45","food"
"1352","45","good"
"1354","45","day"
"1356","45","bad"
"1357","45","next"
"1358","45","train"
"1359","45","connection"
"1361","45","camp"
"1364","45","bad"
"1367","45","bus"
"1368","45","service"
"1371","45","good"
"1377","47","get"
"1378","47","clothes"
"1380","47","outfit"
"1384","47","come"
"1387","47","army"
"1390","47","food"
"1392","47","rote"
"1396","47","time"
"1400","47","major"
"1403","47","general"
"1405","47","come"
"1409","47","yard"
"1410","47","meal"
"1413","47","officer"
"1414","47","take"
"1416","47","much"
"1418","47","grant"
"1423","47","bar"
"1426","47","collar"
"1429","48","food"
"1432","48","outfit"
"1435","48","come"
"1438","48","south"
"1440","48","terrible"
"1443","48","get"
"1445","48","goat"
"1446","48","meat"
"1448","48","stew"
"1452","49","like"
"1454","49","give"
"1456","49","opinion"
"1459","49","45th"
"1460","49","div"
"1465","49","see"
"1467","49","outfit"
"1470","49","action"
"1478","49","problem"
"1480","49","thing"
"1481","49","seem"
"1485","49","wrong"
"1489","49","watch"
"1493","49","man"
"1498","49","afraid"
"1503","49","battle"
"1505","49","man"
"1508","49","shoot"
"1511","49","men."
"1513","49","cooperation"
"1516","49","trouble"
"1519","49","outfit"
"1524","49","clique"
"1526","49","rebel"
"1528","49","oklahoman"
"1531","49","yankee"
"1533","49","seem"
"1536","49","oklahoman"
"1537","49","start"
"1539","49","div"
"1545","49","head"
"1548","49","whole"
"1549","49","thing"
"1551","49","yank"
"1556","49","chance"
"1559","49","outfit"
"1561","49","prove"
"1563","49","ability"
"1565","49","promotions"
"1568","49","give"
"1570","49","rebel"
"1571","49","get"
"1576","49","ability"
"1582","49","oklahoma"
"1588","49","non"
"1589","49","com"
"1592","49","dumb"
"1596","49","plenty"
"1599","49","private"
"1603","49","non"
"1604","49","com"
"1609","50","think"
"1612","50","much"
"1613","50","effort"
"1615","50","question"
"1618","50","colored"
"1619","50","race"
"1623","50","necessary"
"1626","50","questionnaire"
"1628","51","food"
"1630","51","get"
"1631","51","poor"
"1636","51","side"
"1640","51","better"
"1642","51","think"
"1645","51","officer"
"1650","51","leadership"
"1657","51","officer"
"1659","51","eneft"
"1660","51","experience"
"1663","51","field"
"1665","52","think"
"1667","52","u.s.army"
"1669","52","find"
"1672","52","hell"
"1675","52","bit"
"1676","52","fitter"
"1681","52","eat"
"1688","52","sprout"
"1689","52","horn"
"1691","53","say"
"1694","53","place"
"1700","53","suit"
"1707","53","wrong"
"1712","53","machinist"
"1714","53","civilian"
"1715","53","life"
"1717","53","try"
"1719","53","get"
"1722","53","air"
"1723","53","corps"
"1724","53","ground"
"1725","53","force"
"1728","53","mechanic"
"1733","53","stuck"
"1736","53","infantry"
"1739","53","know"
"1745","53","valuable"
"1748","53","mechanic"
"1752","53","infantry"
"1757","53","satisfy"
"1759","53","army"
"1760","53","life"
"1764","53","way"
"1768","53","like"
"1777","54","wrong"
"1778","54","outfit"
"1783","54","fight"
"1785","54","color"
"1786","54","war"
"1788","54","yankee"
"1791","54","rebel"
"1794","54","believe"
"1803","54","last"
"1805","54","fellows"
"1807","54","kill"
"1809","54","see"
"1811","54","enemy"
"1814","55","think"
"1818","55","right"
"1826","55","year"
"1830","56","comment"
"1833","56","food"
"1838","56","army"
"1839","56","make"
"1841","56","hard"
"1843","56","get"
"1844","56","food"
"1849","56","need"
"1854","56","gods"
"1855","56","sake"
"1858","56","food"
"1861","56","cook"
"1863","56","run"
"1867","56","get"
"1870","56","breakfast"
"1877","56","feed"
"1879","56","company"
"1883","56","egg"
"1886","56","cold"
"1888","56","hell"
"1891","56","time"
"1894","56","pemit"
"1897","56","give"
"1899","56","eff"
"1903","56","stove"
"1906","56","coosksof"
"1907","56","start"
"1908","56","cook"
"1909","56","eff"
"1922","56","coate"
"1924","56","wax"
"1927","56","suitable"
"1931","56","eat"
"1937","56","rest"
"1940","56","chow"
"1945","56","blame"
"1947","56","cook"
"1952","56","serve"
"1956","56","mess"
"1957","56","hall"
"1959","56","hour"
"1962","56","warm"
"1963","56","food"
"1968","56","get"
"1971","56","cold"
"1974","56","south"
"1978","56","smaller"
"1979","56","kitchen"
"1980","56","unit"
"1982","56","therefor"
"1983","56","warm"
"1984","56","food"
"1987","57","thing"
"1988","57","theres"
"1989","57","wrong"
"1991","57","mix"
"1993","57","soldier"
"1999","57","month"
"2002","57","training"
"2005","57","boy"
"2013","57","year"
"2014","57","training"
"2019","57","difference"
"2022","57","yank"
"2024","57","rib"
"2027","57","boy"
"2030","57","understand"
"2037","58","many"
"2038","58","non-commission"
"2039","58","officer"
"2043","58","know"
"2045","58","stuff"
"2048","58","outfit"
"2053","58","know"
"2056","58","little"
"2061","58","book"
"2067","58","book"
"2070","58","win"
"2072","58","war"
"2077","58","many"
"2078","58","young"
"2079","58","officer"
"2083","58","know"
"2092","58","many"
"2093","58","young"
"2094","58","boy"
"2099","58","lot"
"2101","58","old"
"2102","58","man"
"2110","58","civilian"
"2111","58","life"
"2115","58","bear"
"2117","58","raise"
"2120","58","farm"
"2125","58","take"
"2127","58","boy"
"2130","58","country"
"2136","58","take"
"2138","58","country"
"2142","58","boy"
"2146","59","like"
"2148","59","know"
"2152","59","take"
"2156","59","young"
"2157","59","fellow"
"2160","59","training"
"2161","59","camp"
"2163","59","send"
"2170","59","division"
"2174","59","year"
"2180","59","young"
"2181","59","rugged"
"2182","59","man"
"2186","59","seem"
"2188","59","make"
"2189","59","sense"
"2194","59","think"
"2198","59","improve"
"2200","59","food"
"2205","59","man"
"2206","59","seem"
"2209","59","dissatisfied"
"2214","60","comment"
"2217","60","need"
"2218","60","officer"
"2221","60","common"
"2222","60","sense"
"2226","60","day"
"2227","60","wonder"
"2229","60","camp"
"2230","60","benning"
"2233","60","worth"
"2235","60","damn"
"2242","60","put"
"2243","60","railroad"
"2244","60","station"
"2246","60","limmit"
"2248","60","soldier"
"2255","60","week"
"2256","60","end"
"2258","61","think"
"2261","61","offerice"
"2265","61","training"
"2268","61","pona"
"2271","61","make"
"2273","61","offerice"
"2278","62","single"
"2282","62","like"
"2286","62","week"
"2287","62","army"
"2288","62","train"
"2290","62","year"
"2295","65","man"
"2306","65","man"
"2309","65","south"
"2310","65","want"
"2316","65","man"
"2319","65","north"
"2320","65","want"
"2324","65","non-com"
"2329","65","brain"
"2332","65","good"
"2333","65","private"
"2336","65","hold"
"2337","65","cpl"
"2340","65","sgts."
"2341","65","rating"
"2347","65","officer"
"2348","65","help"
"2350","65","man"
"2352","65","mean"
"2353","65","come"
"2354","65","part"
"2359","65","act"
"2360","65","better"
"2363","65","time"
"2368","65","talk"
"2371","65","man"
"2374","65","food"
"2377","65","outfit"
"2379","65","poor"
"2382","65","think"
"2384","65","food"
"2386","65","o.k."
"2389","65","boy"
"2391","65","cook"
"2394","65","man"
"2395","65","hate"
"2397","65","goat"
"2398","65","feed"
"2402","65","time"
"2404","65","week"
"2406","65","bean"
"2409","65","coffee"
"2412","65","ink"
"2416","66","leave"
"2418","66","man"
"2423","66","choice"
"2425","66","service"
"2431","66","satisfied"
"2435","66","try"
"2437","66","arrange"
"2439","66","special"
"2440","66","train"
"2443","66","larger"
"2444","66","city"
"2447","66","food"
"2451","66","good"
"2454","66","much"
"2455","66","goat"
"2456","66","meat"
"2459","67","think"
"2464","67","good"
"2465","67","idea"
"2467","67","make"
"2468","67","commissione"
"2469","67","officr"
"2471","67","enlisted"
"2472","67","man"
"2475","67","actual"
"2476","67","experience"
"2479","67","army"
"2483","67","send"
"2485","67","bunch"
"2487","67","damn"
"2488","67","fools"
"2490","67","train"
"2491","67","school"
"2494","67","week"
"2496","67","pin"
"2498","67","set"
"2500","67","brass"
"2501","67","bar"
"2508","67","lieutenant"
"2512","67","know"
"2513","67","shit"
"2515","67","wild"
"2516","67","horse"
"2518","67","run"
"2520","67","company"
"2522","67","platoon"
"2529","67","good"
"2530","67","idea"
"2532","67","quit"
"2533","67","feed"
"2534","67","soldier"
"2536","67","meat"
"2542","67","strict"
"2544","67","sanitation"
"2546","67","people"
"2548","67","handle"
"2550","67","beef"
"2553","67","meat"
"2557","69","milk"
"2560","69","serve"
"2562","69","individual"
"2563","69","container"
"2564","69","stocking"
"2567","69","heavy"
"2568","69","enough"
"2569","69","lack"
"2571","69","butter"
"2573","69","coffee"
"2574","69","rubber"
"2575","69","soles"
"2577","69","shoe"
"2579","69","burn"
"2580","69","foot"
"2582","69","long"
"2583","69","hike"
"2585","69","enough"
"2586","69","room"
"2588","69","crotch"
"2590","69","flannel"
"2591","69","pants"
"2593","69","com"
"2596","69","choose"
"2598","69","intelligence"
"2599","69","rating"
"2600","69","commissione"
"2601","69","officer"
"2603","69","undergo"
"2604","69","monthly"
"2605","69","review"
"2607","69","laundry"
"2609","69","poor"
"2610","69","exchange"
"2611","69","mis"
"2613","69","clothing"
"2619","70","think"
"2623","70","question"
"2627","70","worth"
"2639","70","see"
"2643","70","thing"
"2650","70","try"
"2652","70","please"
"2655","70","soldier"
"2666","71","ask"
"2669","71","question"
"2672","71","like"
"2674","71","army"
"2676","71","think"
"2681","71","come"
"2685","71","state"
"2687","71","captain"
"2688","71","come"
"2693","71","come"
"2696","71","east"
"2701","71","west"
"2705","71","good"
"2708","71","example"
"2713","71","come"
"2716","71","hour"
"2718","71","lose"
"2719","71","furlough"
"2720","71","money"
"2723","71","day"
"2724","71","pay"
"2726","71","week"
"2729","71","man"
"2732","71","west"
"2736","71","come"
"2739","71","day"
"2742","71","get"
"2744","71","furlough"
"2745","71","money"
"2748","71","day"
"2749","71","pay"
"2754","71","care"
"2757","71","look"
"2763","71","fair"
"2767","71","food"
"2770","71","terrable"
"2772","71","season"
"2774","71","ree"
"2778","71","eat"
"2781","71","pxtill"
"2783","71","money"
"2785","71","exhaust"
"2788","71","hear"
"2791","71","suppose"
"2793","71","gain"
"2796","71","army"
"2802","71","come"
"2811","71","wrong"
"2814","71","spend"
"2817","71","spare"
"2818","71","time"
"2820","71","camp"
"2823","72","quisten"
"2826","72","ask"
"2830","73","feeling"
"2836","73","way"
"2842","74","comment"
"2845","74","thing"
"2852","74","home"
"2857","75","good"
"2858","75","questionnaire"
"2862","75","good"
"2863","75","point"
"2869","75","time"
"2871","75","food"
"2874","75","good"
"2875","75","lot"
"2877","75","time"
"2879","75","clothing"
"2883","75","reason"
"2885","76","food"
"2887","76","bad"
"2888","76","strike"
"2891","76","interferr"
"2894","76","war"
"2895","76","effort"
"2899","76","tolerate"
"2901","76","growth"
"2903","76","incompetency"
"2905","76","washington"
"2906","76","burahcracy"
"2909","76","alarming"
"2914","77","cover"
"2917","77","food"
"2919","77","poor"
"2923","77","kind"
"2926","77","deal"
"2929","77","goat"
"2930","77","ranch"
"2931","77","make"
"2936","77","fishing"
"2940","77","lot"
"2942","77","cattle"
"2943","77","man"
"2946","77","west"
"2950","77","boy"
"2953","77","eat"
"2956","77","stomach"
"2959","77","stand"
"2962","77","food"
"2967","77","eat"
"2969","77","much"
"2970","77","candy"
"2974","77","canteen"
"2981","77","eat"
"2982","77","rough"
"2983","77","food"
"2989","77","get"
"2990","77","enough"
"2991","77","meat"
"2995","77","believe"
"2998","77","get"
"2999","77","furlough"
"3005","77","side"
"3009","77","day"
"3010","77","cleaning"
"3013","77","high"
"3015","78","questionnaire"
"3016","78","deal"
"3019","78","negro"
"3022","78","part"
"3030","78","chinese"
"3032","78","question"
"3036","78","happen"
"3041","78","war"
"3046","78","gain"
"3051","78","question"
"3055","78","include"
"3058","79","food"
"3064","79","get"
"3066","79","enough"
"3067","79","food"
"3069","79","eat"
"3072","79","chow"
"3073","79","time"
"3076","79","get"
"3078","79","poor"
"3079","79","clothing"
"3082","79","tearn"
"3085","79","new"
"3086","79","one"
"3091","79","get"
"3093","79","enough"
"3094","79","meat"
"3096","79","andy"
"3099","79","meal"
"3100","79","time"
"3103","79","get"
"3107","79","question"
"3109","79","milk"
"3112","79","table"
"3115","79","man"
"3121","79","better"
"3122","79","chance"
"3123","79","dng"
"3124","79","co."
"3126","79","take"
"3127","79","care"
"3130","79","cloth"
"3134","79","get"
"3140","79","nouth"
"3143","79","soldier"
"3146","79","service"
"3149","80","question"
"3152","80","negro"
"3160","80","civil"
"3161","80","war"
"3166","80","southerner"
"3167","80","hate"
"3169","80","yankee"
"3173","80","imagine"
"3176","80","think"
"3179","80","negro"
"3183","80","non-comm"
"3187","80","serve"
"3193","80","much"
"3194","80","formation"
"3199","80","say"
"3206","80","rest"
"3209","80","man"
"3217","80","equal"
"3218","80","basis"
"3223","80","swell"
"3226","80","morale"
"3229","80","high"
"3232","81","question"
"3234","81","bring"
"3235","81","negro"
"3237","81","white"
"3239","81","immediate"
"3240","81","contact"
"3247","81","inadvisable"
"3254","81","state"
"3256","81","confusion"
"3259","81","sense"
"3261","81","embarrassment"
"3266","81","intolerance"
"3270","81","love"
"3272","81","man"
"3276","81","color"
"3284","81","token"
"3286","81","whites"
"3287","81","love"
"3289","81","color"
"3295","81","expect"
"3297","81","feeling"
"3299","81","love"
"3300","81","extend"
"3303","81","color"
"3308","81","man"
"3311","81","believe"
"3314","81","consider"
"3318","81","light"
"3320","81","marriage"
"3326","81","put"
"3327","81","colored"
"3329","81","white"
"3330","81","soldier"
"3332","81","consider"
"3333","81","troop"
"3334","81","movement"
"3336","81","white"
"3337","81","sleeping"
"3339","81","negro"
"3342","81","think"
"3344","81","whole"
"3345","81","thought"
"3346","81","involve"
"3347","81","closer"
"3348","81","contact"
"3350","81","less"
"3351","81","distinction"
"3353","81","negro"
"3355","81","white"
"3356","81","soldier"
"3359","81","forget"
"3362","81","leave"
"3364","81","present"
"3365","81","segregation"
"3366","81","stand"
"3369","82","think"
"3371","82","man"
"3373","82","training"
"3377","82","studding"
"3380","82","think"
"3383","82","army"
"3386","82","strict"
"3388","82","inspection"
"3391","82","officer"
"3395","82","stick"
"3404","82","rent"
"3409","82","pay"
"3412","82","soildier"
"3413","82","wife"
"3416","82","railroad"
"3418","82","deduct"
"3420","82","soildier"
"3421","82","wife"
"3423","82","root"
"3424","82","home"
"3428","82","husband"
"3431","82","time"
"3433","82","food"
"3434","82","isent"
"3436","82","good"
"3443","82","shortage"
"3445","82","think"
"3450","82","profieter"
"3454","82","side"
"3458","82","big"
"3459","82","man"
"3466","83","serve"
"3469","83","year"
"3470","83","try"
"3476","83","get"
"3478","83","break"
"3479","83","get"
"3481","83","wife"
"3483","83","baby"
"3485","83","see"
"3487","83","seem"
"3491","83","one"
"3492","83","give"
"3494","83","damn"
"3499","83","self"
"3503","83","like"
"3505","83","outfif"
"3511","83","say"
"3514","83","get"
"3515","83","enough"
"3517","83","eat"
"3519","83","get"
"3520","83","enough"
"3522","83","wear"
"3526","83","allow"
"3528","83","wear"
"3530","83","poor"
"3531","83","way"
"3536","83","seem"
"3540","83","try"
"3542","83","hold"
"3545","83","soldier"
"3551","83","willing"
"3558","83","army"
"3560","83","feel"
"3566","83","harm"
"3572","83","better"
"3575","83","think"
"3581","84","basic"
"3582","84","training"
"3588","84","mechanic"
"3589","84","school"
"3591","84","training"
"3594","84","job"
"3596","84","civilian"
"3597","84","life"
"3600","84","mechanic"
"3603","84","come"
"3606","84","school"
"3608","84","get"
"3610","84","diploma"
"3613","84","mechanic"
"3616","84","suppose"
"3621","84","camp"
"3623","84","maryland"
"3626","84","mechanic"
"3629","84","send"
"3632","84","infantry"
"3634","84","mistake"
"3641","84","transfer"
"3644","84","work"
"3646","84","like"
"3651","84","like"
"3653","84","know"
"3664","84","like"
"3669","84","ordinance"
"3677","84","good"
"3680","84","mans"
"3681","84","army"
"3685","84","rifleman"
"3691","84","good"
"3696","84","like"
"3697","84","gun"
"3702","84","mean"
"3708","84","whole"
"3709","84","company"
"3717","85","enough"
"3718","85","bus"
"3721","85","camp"
"3722","86","question"
"3728","86","negro"
"3730","86","alright"
"3733","86","place"
"3738","86","civilian"
"3739","86","life"
"3741","86","military"
"3748","86","give"
"3751","86","extra"
"3752","86","privileges"
"3753","86","seem"
"3755","86","think"
"3759","86","give"
"3761","86","right"
"3763","86","take"
"3770","86","keep"
"3771","86","separate"
"3773","86","army"
"3774","86","post"
"3781","86","southerner"
"3783","86","heart"
"3791","87","regards"
"3794","87","feeding"
"3797","87","man"
"3799","87","meal"
"3802","87","bad"
"3806","87","man"
"3808","87","complain"
"3815","87","wonder"
"3818","87","many"
"3819","87","a.w.o.l'"
"3820","87","occur"
"3822","87","man"
"3826","87","get"
"3827","87","good"
"3828","87","meal"
"3834","87","camp"
"3837","87","home"
"3844","87","fault"
"3847","87","cook"
"3854","87","give"
"3856","87","food"
"3858","87","cook"
"3861","87","think"
"3866","87","bad"
"3869","87","food"
"3873","87","obtain"
"3876","87","man"
"3880","87","civilian"
"3883","87","ration"
"3889","87","folk"
"3891","87","home"
"3893","87","feed"
"3899","87","complain"
"3905","87","ration"
"3907","87","soldier"
"3910","87","get"
"3916","87","hell"
"3921","87","food"
"3924","88","think"
"3929","88","good"
"3930","88","idea"
"3932","88","get"
"3933","88","different"
"3934","88","opinion"
"3936","88","soldier"
"3940","89","think"
"3945","89","good"
"3946","89","question"
"3952","89","part"
"3954","89","army"
"3956","89","alright"
"3959","89","think"
"3962","89","unfair"
"3967","89","see"
"3971","89","sister"
"3973","89","father"
"3975","89","mother"
"3977","89","take"
"3978","89","care"
"3985","89","boy"
"3988","89","family"
"3990","89","sis"
"3992","89","take"
"3993","89","care"
"3998","89","sister"
"4001","89","think"
"4008","89","duty"
"4010","89","look"
"4013","89","sister"
"4017","89","think"
"4019","89","fair"
"4022","89","brother"
"4024","89","law"
"4026","89","look"
"4029","89","sister"
"4032","89","oldest"
"4033","89","one"
"4037","89","year"
"4038","89","old"
"4046","90","cook"
"4053","90","boy"
"4056","90","seem"
"4058","90","get"
"4061","90","eat"
"4072","90","cook"
"4075","90","give"
"4077","91","many"
"4080","91","non-com"
"4082","91","officer"
"4084","91","display"
"4085","91","greater"
"4086","91","understanding"
"4088","91","lead"
"4090","91","man"
"4092","91","gain"
"4094","91","respect"
"4099","91","treat"
"4101","91","man"
"4103","91","robot"
"4106","92","comment"
"4108","92","wish"
"4110","92","make"
"4114","92","draft"
"4115","92","board"
"4116","92","select"
"4117","92","man"
"4119","92","combat"
"4120","92","duty"
"4125","92","future"
"4127","92","many"
"4128","92","man"
"4131","92","camp"
"4134","92","fit"
"4138","92","infantry"
"4139","92","drill"
"4141","92","work"
"4143","92","outs"
"4147","92","plod"
"4149","92","day"
"4151","92","day"
"4154","92","keel"
"4157","92","exhaustion"
"4162","92","flat"
"4164","92","foote"
"4168","92","blood"
"4169","92","pressure"
"4173","92","take"
"4177","92","heart"
"4179","92","sympathy"
"4190","92","continue"
"4192","92","try"
"4195","92","end"
"4199","92","hospital"
"4200","92","total"
"4201","92","wreck"
"4206","92","discharge"
"4209","92","ask"
"4214","92","fair"
"4219","92","fight"
"4221","92","fairness"
"4224","92","think"
"4228","93","think"
"4229","93","medical"
"4230","93","detchoment"
"4233","93","line"
"4234","93","officr"
"4236","93","tranning"
"4238","93","former"
"4239","93","doctor"
"4243","93","soave"
"4246","93","take"
"4247","93","year"
"4249","93","make"
"4251","93","good"
"4252","93","officer"
"4255","93","say"
"4261","93","rank"
"4265","93","year"
"4266","93","service"
"4274","94","concerned"
"4276","94","think"
"4278","94","army"
"4281","94","great"
"4282","94","life"
"4287","94","come"
"4291","94","make"
"4295","94","different"
"4296","94","man"
"4304","94","thing"
"4308","94","like"
"4310","94","engage"
"4313","94","enemy"
"4315","94","combat"
"4324","94","say"
"4329","95","like"
"4331","95","army"
"4337","95","time"
"4344","95","get"
"4346","95","training"
"4349","95","get"
"4355","95","thing"
"4357","95","like"
"4362","95","camp"
"4366","95","dancing"
"4369","95","friday"
"4371","95","stay"
"4374","95","clean"
"4376","95","scrub"
"4378","95","barrack"
"4381","95","stop"
"4387","95","dance"
"4390","95","night"
"4396","96","army"
"4400","96","think"
"4405","96","right"
"4409","96","good"
"4410","96","thing"
